Segment ID,Source Segment,MT Target Segment,Post-edited Target,Translated Target,Segment Length,Post-edit Time(ms),Segment Origin,Edit Effort
11,"La principal novedad es la irrupción de VOX, que con un 3,17% de los votos, obtendría por primera vez representación en España, con un escaño en el Parlamento andaluz por la provincia de Almería. ",가장 주목할만한 사실은 투표의 3.17 %로 알 메리아 지방에 대한 안달루시아 의회 (Andalusian Parliament) 의석을 보유한 스페인 최초의 대표권을 얻게 될 복스 (VOX)의 침범이다.,가장 주요한 변화는 3.17 %의 투표율로 인하여 알 메리아 주에 대한 안달루시아 의회 (Andalusian Parliament) 의석을 보유하게 되어 처음으로 스페인에서 의석을 얻게 될 복스 (VOX)의 갑작스러운 등장이다.,,34,1007300.0,El País,36
12,"En los anteriores comicios autonómicos, el partido de extrema derecha quedó en novena posición, por detrás de UPyD, que vuelve a presentarse en estas elecciones en todas las provincias, el ahora disuelto Partido Andalucista y PACMA, que también tiene candidaturas en todas las circunscripciones.","이전의 지방 선거에서 맨 오른쪽 파티는 UPyD 뒤에서 9 번째 위치에 있었고, 모든 주에서 선거로 돌아 왔고, 지금은 해체 된 Andalusian Party와 PACMA도 모든 선거구에서 후보가되었습니다.",,"이전의 자치주 선거에서, 이 극우파(VOX)는 모든 지방에 다시 후보자 유세를 하게 된 UPyD와 더 이상 존재하지 않는 안달루시스타당과 모든 행정구역에 후보자를 가지고 있는 PACMA 다음으로 9위를 차지했었다. ",44,1023420.0,El País,75
13,"La encuesta del CIS no ha despejado las dudas sobre quién ostentará el cetro de la derecha en Andalucía, si Ciudadanos o PP. ",CIS에 대한 조사는 시민이나 PP 여부에 관계없이 안달루시아에서 누가 권리를 보유 할 것인가에 대한 의구심을 해소하지 못했다. ,CIS에 서 실시한 설문 조사는 안달루시아에서 시민당과 PP 중 어느 당이 우파의 지도권를 보유 할 것인가에 대한 의구심을 해소하지 못했다. ,,23,487400.0,El País,44
14,"Si bien Ciudadanos no acaba de dar su anhelado sorpasso, los datos del sondeo evidencian un avance muy significativo en relación con los resultados de las autonómicas de 2015, donde obtuvieron nueve escaños. ",시민들이 열광한 sorpasso를 제공하는 것만은 아니지만 설문 조사 데이터는 2015 년 자치 결과 9 개를 차지한 결과와 관련하여 매우 중요한 진전을 보였습니다. ,,"시민당이 결국 열망하던 승부결과를 얻지 못했음에도 불구하고, 사전투표조사는 9개의 의석을 얻었던 2015년 자치주선거 결과과 비교했을 때 매우 중요한 전진을 보여준다. ",33,418810.0,El País,70
15,"El partido de Albert Rivera obtendría representación en todas las provincias, con un avance muy significativo en Cádiz, donde pasaría de 1 a 3 o 4. ",앨버트 리베라 (Albert Rivera)의 당은 카디스에서 매우 중요한 진보와 함께 모든 지역에서 대표권을 얻었으며 카디스는 1에서 3 또는 4로 넘어갔습니다.,"앨버트 리베라 (Albert Rivera)의 당은 모든 지역에서 대표권을 얻을 것이며, 카디스에서는 1개의 의석에서 3개 또는 4개까지 얻을 수 있을 만한 중요한 전진이 있었다.",,26,374380.0,El País,56
16,"La lectura para el PP no es tan positiva ya que, de confirmarse la proyección del estudio preelectoral, el 2 de diciembre supondría una bajada de entre 13 y 11 diputados, un desplome del que se benefician Ciudadanos y Vox. ",예비 선거 연구 계획이 확정되면 12 월 2 일에 시민과 복스에게 혜택을주는 붕괴가 13 명에서 11 명으로 감소 할 것이기 때문에 PP에 대한 독서가 그렇게 긍정적이지는 않습니다.,,PP 당의 투표결과에 대한 평가는 그리 긍정적이지 않다. 왜냐하면 12월 2일에 사전투표조사에서 의원수가 13명에서 11명으로 감소할 것이라고 확인했으며 이 하락은 시민당과 Vox에 득이 될 것이라고 확인했다. ,40,514980.0,El País,69
17,Los populares pierden escaños en las ocho circunscripciones.,인기는 8 개 지구의 좌석을 잃어 버린다.,PP당원들은 8 개 지방에서 의석을 잃어 버린다.,,8,99410.0,El País,37
18,"La coalición de Adelante Andalucía se coloca como segunda fuerza política en porcentaje de voto, pero, sin llegar repetir la mala experiencia de la confluencia entre Podemos e IU a nivel nacional, en Andalucía ambas formaciones juntas no suman más que por separado y, de acuerdo con el CIS, mantendrían los 20 escaños que ya tienen en la actualidad, por lo que no sacarían rédito por el flanco de la izquierda del desgaste del PSOE.","Adelante Andalucía 연합은 투표의 비율로 두 번째 정치 세력으로 배치되지만 안달루시아에서 Podemos와 IU 간의 합류에 대한 나쁜 경험을 되풀이하지 않고 두 가지 형성은 함께 개별적으로 추가하지 않으며 CIS와 함께, 그들은 이미 가지고있는 20 석을 유지할 것이므로 PSOE 착용의 왼쪽 측면에 대해 돈을받지 않을 것입니다.",,Adelante Andalucia 합당은 국가 전체 투표에서 Podemos와 IU 의 합당의 부정적인 경험을 반복하지 않고 투표율에서 두번째로 정치적 우위를 차지하였다. 안달루시아에서는 연합한 두 당이 별개의 상태를 더 이상 선호하지 않으며 CIS 에 동의하는 바와 같이 그들은 이미 현재 보유한 20개의 의석을 유지할 것이고 PSOE 의 좌향으로의 노력에 대해 이익을 얻지 않을 것입니다.,75,1613060.0,El País,57
19,"Ni la última legislatura ni los casi 40 años de Gobiernos socialistas continuados parecen haber horadado las expectativas electorales del PSOE de cara a la cita electoral del 2 de diciembre, justo lo contrario que le ocurre al PP. ",마지막 입법부와 거의 40 년 동안 지속 된 사회주의 정부 모두 12 월 2 일 선거를 앞두고 PS에 대한 선거 기대를 뚫지 못했다. ,마지막 임기에도 사회주의 정부가 지속된 40년에 가까운 시간 에도 12 월 2 일 선거를 앞두고 PSOE에 대한 선거 기대를 꿰뚫지 못했고 이는 PP당에 일어난 것과 정반대이다.,,39,594790.0,El País,51
20,"Díaz, no obstante, debería obtener el respaldo de Adelante Andalucía o de Ciudadanos para repetir mandato. ",그러나 디아즈는 아 델란 테 안달루시아 (Adelante Andalucía) 또는 시우 다다 노 (Ciudadanos)의 지원을 받아 위임을 반복해야한다. ,,그럼에도 불구하고 디아즈는 재임을 위해서 Adelante Andalucía 또는 Ciudadanos의 지원을 얻어야합니다.,16,119290.0,El País,49
21,"Hasta ahora, los de Rivera se han mantenido firmes en su intención de no volver a apoyar bajo ningún concepto a la dirigente socialista. ",지금까지 리베라는 어떤 식 으로든 사회주의 지도자를지지하지 않을 것이라는 확고한 견해를 유지해 왔습니다.,지금까지 리베라는 어떤 상황 에서도 사회당 지도자를지지하지 않을 것이라는 확고한 견해를 유지해 왔습니다.,,24,93310.0,El País,12
22,"Desde la coalición de izquierdas también son claros en que no permitirán un Ejecutivo de derechas ante un eventual pacto PP y Ciudadanos, y mantienen el discurso beligerante contra el “régimen del PSOE y el susanismo”. ","좌파 연립 정부로부터 그들은 최종 PP와 시민 협정 전에 권리 집행을 허용하지 않으며 ""PSOE 정권과 수사 니즘""에 대한 호전적인 담론을 유지할 것임을 분명히했다.",,"좌파 연합 정부 소속 의원들도 PP와 Ciudadanos의 임시 협정 전에 우파의 집권을 허용하지 않을 것이며 또한 ""PSOE 체제와 수사 니즘""에 대한 공격적인 담론을 유지할 것임을 분명히했다.
",36,508690.0,El País,36
23,"De acabar segundos el 2 de diciembre, serán determinantes para la elección de la presidenta.",12 월 2 일에 두 번째를 마치면 대통령 선거에 결정적인 역할을 할 것입니다.,12 월 2 일에 두 번째 임기를 마치면 대통령 선거에 결정적인 역할을 할 것입니다.,,15,225340.0,El País,6
24,"[MINI-TITLE] Un 58,4% quiere un cambio de Gobierno",58.4 % 정부 변화를 원한다.,,"58,4%가 정부교체를 원한다.",8,56430.0,El País,33
25,"Pese a que el PSOE volvería a ganar las elecciones, la valoración de los votantes respecto de la gestión de los socialistas en esta última legislatura es mayoritariamente regular (39,8%), mala (27,9%) o muy mala (15,2%). ","PSOE가 다시 선거에서 승리 할지라도,이 마지막 기간에 사회 주의자들의 관리에 관한 유권자 평가는 대부분 규칙적 (39.8 %), 나쁜 (27.9 %) 또는 매우 나쁘다 (15, 2 %).","PSOE가 다시 선거에서 승리 할지라도,이 마지막 임기의 사회 당원들의 집권에 관한 유권자 평가는 대부분 보통이다 (39.8 %), 나쁘다 (27.9 %) 또는 매우 나쁘다 (15, 2 %) 이다.",,36,197670.0,El País,15
26,"Poco más de la mitad de los andaluces, 58,4%, cree que sería bueno un cambio de Gobierno en la comunidad, después de casi cuatro décadas con el PSOE al mando. ",안달루시아 인 중 절반 이상 (58.4 %)은 PSOE를 담당 한 거의 40 년 후 공동체에서 정부의 변화가 좋을 것이라고 생각한다.,,안달루시아 지방 시민 중 절반 이상 (58.4 %)은 PSOE가 집권 한 40 년 후 이같은 자치 정부의 변화가 좋을 것이라고 생각한다.,30,193560.0,El País,22
27,Un 26% de los encuestados no tiene decidido aún a quién votará.,응답자의 26 %는 투표 대상자를 아직 결정하지 않았습니다.,응답자의 26 %는 누구에게 투표할지 를 아직 결정하지 않았습니다.,,12,58950.0,El País,24
28,La campaña andaluza arrancará el viernes 16 de noviembre a las 00.00 con la encuesta preelectoral como telón de fondo y se antoja determinante para disipar las dudas que arroja el CIS. ,안달루시안 캠페인은 11 월 16 일 금요일 00:00에 예비 선거 조사를 배경으로 시작되며 CIS가 제기 한 의구심을 없애는 결정적인 요인으로 보인다. ,,안달루시안 캠페인은 11 월 16 일 금요일 0시에 사전투표 조사와 함께 시작될 것이며 CIS가 포기할 것인지에 대한 의구심을 해소 할 것임이 확고해 보인다.,32,488500.0,El País,44
29,"Para los partidos estas elecciones son la antesala de lo que puede suceder en las próximas citas con las urnas (municipales, autonómicas, europeas e incluso generales). ","당사자들에게이 선거는 여론 조사 (시, 지역, 유럽 및 심지어 일반)에서 예정된 약속에서 일어날 수있는 일의 서곡입니다. ","당원들에게이 선거는 다음 선거일에 일어날 수있는 일의 서막입니다. (시, 자치주, 유럽 전역)",,26,319530.0,El País,72
30,"Los líderes nacionales, incluido el de Vox, van a volcarse de lleno para arañar unos resultados que permitan mantener sus expectativas. ",Vox를 포함한 전국 지도자들은 자신들이 기대치를 유지할 수 있도록 결과를 뒤집기 위해 전복하려고합니다. ,,Vox를 포함한 전국 지도자들은 자신들이 기대치를 유지할 수 있게하는 결과를 얻기 위해 완전히 뒤짚으려고합니다.,21,258770.0,El País,19
31,"Para cuatro de cada 10 encuestados, los máximos responsables de los partidos influyen bastante a la hora de votar. ",응답자 10 명 중 4 명에 대해서는 당사자 대표가 투표 할 때 큰 영향력을 행사합니다. ,응답자 10 명 중 4 명에게는 투표 할 때 가장 책임감있는 당원들이 상당한 영향력을 행사합니다. ,,19,173080.0,El País,40
32,"En estas últimas semanas y pese al interés de Díaz de que solo se hable de los problemas andaluces, todos han querido introducir los asuntos de la actualidad política en clave nacional.",지난 몇 주간 그리고 디아즈가 안달루시아 문제에 대해서만 이야기하는 것에 관심을 갖고 있음에도 불구하고 모든 사람들은 정치적 시사 문제를 국가 핵심 용어로 소개하기를 원했습니다. ,,지난 몇 주간 디아즈가 안달루시아 문제에 대해서만 이야기하는 것에 관심을 갖고 있음에도 불구하고 모든 사람들은 정치적 시사 문제를 국가 핵심 용어로 소개하기를 원했습니다.,32,195160.0,El País,5
33,"Sin embargo, para el 56,4% de los electores de la comunidad, lo más importante a la hora de elegir la papeleta serán los temas propios de Andalucía.",그러나 지역 사회 유권자의 56.4 %가 안달루시아의 대상이 될 것입니다.,그러나 자치주 유권자의 56.4 %에게 투표를 행사할 때 가장 중요한 것은 안달루시아 내의 이슈가 될 것입니다.,,27,174440.0,El País,50
34,"Respecto de los líderes políticos, la candidata socialista y presidenta de la Junta, Susana Díaz, es la más conocida y la más valorada con una nota de un 4,1. ","정치 지도자들에 관해서, 사회주의 후보자이자 이사회 의장 인 Susana Díaz는 4.1 등급으로 가장 잘 알려져 있고 가장 가치가 있습니다. ",,"정치 지도자들에 관해서, 사회주의노동자당 후보자이자 주지사 인 수사나 디아즈는 가장 유명하고 4.1 점으로 가장 평가 점수가 높다.",29,447190.0,El País,51
35,El resto de los aspirantes a dirigir la comunidad también suspenden. ,공동체를 이끌어 나갈 다른 유망주들도 일시 중지합니다. ,자치주를 이끌어 나갈 다른 지원자들도 줄지어 있다.,,11,258420.0,El País,45
36,"El líder regional de Ciudadanos, Juan Marín, y el coordinador general de IU en Andalucía y número dos de Adelante Andalucía, Antonio Maíllo, obtienen una calificación de 3,5, seguidos de la cabeza de lista por la confluencia de izquierdas, Teresa Rodríguez, con un 3,4, y el candidato popular, Juan Manuel Moreno, 3,1. ","후안 마린과 안달루시아 IU 총지배인 인 아델란테 안달루시아 (Andelucía), 안토니오 메이 올로 (Antonio Maíllo)의 지역 지도자는 3.5 점을 얻었고 왼쪽의 합류점 인 테레사 로드리게스 (Teresa Rodríguez) 3.4, 인기 후보 인 후안 마누엘 모레노 (3.1).",,"시우다다노스의 지역장인 후안 마린과 그리고 안달루시아 IU의 총책임자 이자 아델란테 안달루시아의 2인자인 안토니오 마이요는 3,5점을 얻었고 이어서 중도좌파의 테레사 로드리게스가 3,4점을, 그리고 인민당 후보자인 후안 마누엘 모레노가 3,1점을 얻었다.",52,922430.0,El País,66
37,"Cuatro años después de su aparición en la política andaluza, Marín continúa siendo el político menos conocido.",안달루시안 정치에 출마 한 지 4 년 후 마린은 계속 정치인으로 알려지지 않았다.,안달루시안 정치에 들어서고 4 년 후 에도 마린은 정치인으로 잘 알려지지 않아 왔다.,,17,128850.0,El País,36
38,El Parlamento andaluz está compuesto actualmente por 109 diputados repartidos entre los cinco grupos parlamentarios que lograron representación en las elecciones de 2015. ,안달루시안 의회는 현재 2015 년 선거에서 대의원을 얻은 5 명의 의원들로 구성된 109 명의 의원들로 구성됩니다.,,"안달루시안 의회는 현재 2015 년 선거에서 대표권을 얻은 5 개의 당으로 구성된 109 명의 하원의원들로 이루어져 있습니다.
",23,688350.0,El País,23
39,El PSOE logró 47 diputados;,PSOE는 47 명의 대리인을 확보했습니다.,PSOE는 47 명의 하원의원을 확보했습니다.,,5,63370.0,El País,16
40,le sigue el PP que consiguió 33. ,그 다음에는 33 점을 얻은 PP가 나옵니다.,,그 뒤에 이어 PP는 33 명의 하원의원을 얻었다.,7,51520.0,El País,67
41,"Podemos obtuvo 15 diputados, mientras Ciudadanos e IU obtuvieron nueve y cinco respectivamente. ",Ciudadanos와 IU가 각각 9 점과 5 점을 얻은 동안 우리는 15 명의 대리인을 얻을 수 있습니다.,포데모스는 15명의 하원의원을 얻은 반면 시우다다노스와 IU가 각각 9 명과 5 명을 얻었다.,,13,88840.0,El País,78
42,La campaña electoral finalizará el viernes 30 de noviembre. ,선거 운동은 11 월 30 일 금요일에 끝납니다.,,선거 운동은 11 월 30 일 금요일에 끝납니다.,9,50820.0,El País,0
43,"La sesión constitutiva del Parlamento, tras los comicios, tendrá lugar el 27 de diciembre.",선거 이후 의회의 구성 회의는 12 월 27 일에 열릴 예정이다.,선거 이후 의회의 구성 심의는 12 월 27 일에 열릴 예정이다.,,14,122410.0,El País,2
44,[HEADLINE] Londres elige entre vasallaje o caos,런던은 계략 또는 혼돈 중 하나를 선택합니다.,,종속과 혼돈 사이에서의 런던의 선택,7,65970.0,El País,76
45,"[SUB-HEADLINE]  Ante la incapacidad de May de gestionar el Brexit, el intento de organizar otro referéndum es solo la vía de eludir la elección entre lo malo y lo peor",5 월에 Brexit을 관리 할 수 없다는 점을 감안할 때 다른 국민 투표를 조직하려는 시도는 악과 최악의 선택을 피하는 유일한 방법 일뿐입니다,"브렉시트를 추진하는 메이 총리의 무능함에 앞서, 또 다른 국민 투표를 시행하려는 시도는 단지 나쁜 것과 최악중에서의 선택을 피하려는 조치 일뿐입니다",,31,443940.0,El País,56
46,"Dos años después de que los ingleses decidieran recuperar su soberanía —¿la habían perdido?—, disponen de solo cuatro meses y medio para elegir entre el vasallaje o el caos. ",영국군이 주권을 되찾기로 결정한 지 2 년 후 - 그들은 그것을 잃었을 까? - 그들은 단지 4 개월 반 밖에 걸리지 않았기 때문에 계략이나 혼란 중에서 선택했다. ,,"영국이 주권을 회복하기로 결정한 지 2 년 후 - 주권을 잃어버린 적인 있었던가? - , 종속 과 혼돈 중 에서 하나를 선택할 수있는 시간은 4 개월 반 뿐입니다. ",29,376990.0,El País,55
47,"Es la alternativa a la que les ha llevado Theresa May, que acaba de sumar la octava dimisión en su Gobierno por la errática negociación sobre el Brexit. ",테레사 수녀가 취한 대안은 브리태츠 정부의 불협화음에 대한 8 번째 사임을 방금 추가 한 것입니다. ,테레사 메이 총리가 내놓은 합의문에는 브렉시트에 대한 불분명한 협상 으로 인한 정부에서의 8 번째 사임이 추가 되었다.,,28,614810.0,El País,68
48,"La situación, sin embargo, puede empeorar porque eso es exactamente lo que ha ocurrido desde que los británicos votaron por salir de la UE. ",그러나 영국이 유럽 연합 (EU)을 떠난 지 투표 한 이후 발생한 상황이기 때문에 상황이 악화 될 수도있다. ,,그러나 그것은 바로 영국이 유럽 연합 (EU)을 탈퇴하겠다고 투표 한 이래 발생한 것이기 때문에 상황이 악화 될 수도있다.,24,234760.0,El País,25
49,"El listado de malas noticias, en efecto, es interminable: ",사실 나쁜 소식 목록은 끝이 없습니다.,사실 나쁜 소식 은 끝이 없이 계속됩니다.,,9,40520.0,El País,30
50,"desde la profunda división del país en dos bloques al bandazo del Brexit duro al blando y la inestabilidad política, pasando por la voladura de las líneas rojas exhibidas por Londres frente a Bruselas o la incertidumbre, letal para la economía. ",브뤼셀 앞에서 런던이 전시 한 빨간 선이 폭발하거나 경제에 치명적인 불확실성으로 인해 브리짓이 강경 한 브리짓 (Br Brexit)이 부드럽고 정치적으로 불안정한 상태에 이르기까지 두 블록에 걸친 국가의 깊은 분파에서 일어났습니다.,,"강경 브렉시트와 소프트 브렉시트로 극명하게 갈린 두 개의 여론사이에 생긴 깊은 국가적 분열과 정치적 불안정 에서부터, 협상의 마지노선이 붕괴될 경우(합의안이 부결될 경우) 브뤼셀로 향하는 상황, 경제에 치명적인 타격을 줄 불확실성 등 이다. ",41,1424360.0,El País,84
51,"Así, la libra ya ha perdido el 12% de su valor y Reino Unido será el país europeo que menos crezca en 2019 y 2020. ",따라서 파운드는 이미 가치의 12 %를 잃었으며 영국은 2019 년과 2020 년에 성장하지 않는 유럽 국가가 될 것입니다. ,따라서 파운드는 이미 12 %의 가치가 하락 했으며 영국은 2019 년과 2020 년에 성장이 저조한 유럽 국가가 될 것입니다. ,,25,121570.0,El País,22
52,"La última pésima noticia ha sido la dimisión, el viernes pasado, del ministro de Transportes, Jo Johnson, autor de esa diatriba entre vasallaje y caos, es decir, entre el sometimiento a las reglas del mercado único sin voz ni voto de Londres (la oferta de May rechazada por todos) o la desastrosa salida sin acuerdo el 29 de marzo. ","최악의 소식은 지난 금요일, 교통 장관, 조 존슨 (Jo Johnson)의 사퇴, 즉 매매와 혼돈 사이의 비난 즉, 목소리 나 런던의 투표가없는 단일 시장의 규칙에 대한 제출 사이다. 3 월 29 일에 합의없이 모든 사람이 거부 할 수 있음) 또는 비참한 출발.",,"마지막 나쁜 소식은 지난 금요일에 종속과 혼돈 사이에 대해서 혹평을 한 장본인인 교통부 장관 조 존슨의 사임이 있었다. 다시 말하면, 영국 국민투표나 의견의 반영 없이 단일시장에 종속되느냐 (메이 총리가 반대한 제의) 아니면 내년 3월에 29일에 의외희 합의 없이 비참하게 출발하느냐 이다.",59,1076470.0,El País,71
53,"Hermano del también dimisionario Boris y político de gran prestigio y popularidad, Jo Johnson, que votó contra el Brexit, era el encargado de pactar el estratégico acuerdo sobre Transportes, un sector clave para las futuras relaciones del Reino Unido con la UE. ",부시 대통령과 블레치 총리에게 투표 한 조 존슨 (Jo Johnson) 대통령은 보리스 (Boris)를 사임하고 영국과 EU의 미래 관계를위한 핵심 분야 인 교통에 관한 전략적 협상을 담당했다.,사임한 보리스 장관의 형제이며 정치에서 큰 명성과 인기를 얻었던 조 존슨 (Jo Johnson) 장관은 브렉시트에 반대표를 행사했다. 조 존슨 장관은 영국과 EU의 향후 관계에있어 핵심 쟁점 인 교통에 관한 전략적 합의를 담당했었다.,,42,534440.0,El País,50
54,"Su renuncia echa gasolina al incendio declarado en algunas aerolíneas que, alarmadas por el desastre, tratan como apestados a sus accionistas británicos y les amenazan con eliminar sus derechos de voto para demostrar a Bruselas una mayoría de propiedad comunitaria y operar así sin problemas en toda la UE. ",그들의 사임은 재난으로 경계를당한 일부 항공사들에 의해 선언 된 화재에 휘발유를 붓고 그들의 영국 주주들을 괴롭 히고 브뤼셀에 대다수의 공동체 재산을 보여주고 투표권을 없애겠다고 위협했다. EU,,그들의 사임 은 재난으로 경계를당한 일부 항공사들에 의해 선언 된 화재에 휘발유를 붓고 그들의 영국 주주들을 괴롭 히고 브뤼셀에 대다수의 공동체 재산을 보여주고 투표권을 없애겠다고 위협했다.,49,102590.0,El País,3
55,"Las llamas se observan también en Getlink, gestora del Eurotúnel, por el que anualmente cruzan sin controles fronterizos 1,6 millones de camiones, 2,5 millones de coches y 21 millones de personas. ","Eurotunnel 매니저 인 Getlink에서도 매년 160 만 대의 트럭, 250 만 대의 자동차 및 2 천 1 백만 명의 사람들이 국경 통제없이 교차하고 있습니다. ","유로 터널 시행사 인 겟링크(Getlink)도 매년 160 만 대의 트럭, 250 만 대의 자동차 및 2 천 1 백만 명의 사람들이 통제없이 국경을 넘나들고 있다는 것을 알게 되었다.",,31,606110.0,El País,39
56,"Con destino a las factorías británicas de Toyota, por ejemplo, por ahí pasan a diario suspensiones alemanas, ruedas españolas, tubos de escape holandeses o cinturones de seguridad húngaros.","예를 들어, 도요타의 영국 공장으로 향하는 곳에서 독일의 서스펜션, 스페인 바퀴, 네덜란드 배기관 또는 헝가리 안전 벨트가 매일 통과합니다. ",,"예를 들어, 독일의 서스펜션, 스페인의 자동차 바퀴, 네덜란드의 파이프나 헝가리의 안전 벨트가 도요타 영국 공장을 향하여 매일 국경을 통과합니다.",28,208640.0,El País,66
57,Muchos de esos camiones transportan entre 8.000 y 10.000 paquetes de objetos vendidos por comercio electrónico de entrega rápida. ,"이 트럭의 대부분은 빠른 배송 전자 상거래로 판매되는 8,000 ~ 10,000 개의 패키지를 운송합니다. ","이 트럭의 대부분은 빠르게 배송되는 전자 상거래 상품들인 8,000 ~ 10,000 개의 수화물을 운송합니다. ",,19,420850.0,El País,20
58,"Si el 29 de marzo no hay acuerdo, ¿cuál será el coste y el tiempo perdido en revisiones aduaneras y trámites burocráticos?",3 월 29 일 합의가 없으면 세관 검토 및 관료 절차에서 손실되는 비용과 시간은 어떻게됩니까?,,"3월 29일에 합의안이 통과되지 않는다면, 세관 검토 및 행정 절차에서 손실되는 비용과 시간은 얼마나 될까?
",22,259650.0,El País,37
