Segment ID,Source Segment,MT Target Segment,Post-edited Target,Translated Target,Segment Length,Post-edit Time(ms),Segment Origin,Edit Effort
20,"Díaz, no obstante, debería obtener el respaldo de Adelante Andalucía o de Ciudadanos para repetir mandato. ",그러나 디아즈는 아 델란 테 안달루시아 (Adelante Andalucía) 또는 시우 다다 노 (Ciudadanos)의 지원을 받아 위임을 반복해야한다. ,,"한편, Díaz는 향후 재선을 위하여 Adelante Andalucía 또는 Ciudadanos의 지원을 받아야 한다. ",16,116910.0,El País,43
21,"Hasta ahora, los de Rivera se han mantenido firmes en su intención de no volver a apoyar bajo ningún concepto a la dirigente socialista. ",지금까지 리베라는 어떤 식 으로든 사회주의 지도자를지지하지 않을 것이라는 확고한 견해를 유지해 왔습니다.,지금까지 리베라의 당원들은 사회주의 지도자를 결코 다시는 지지하지 않을 것이라는 확고한 견해를 유지해 왔습니다.,,24,86780.0,El País,27
22,"Desde la coalición de izquierdas también son claros en que no permitirán un Ejecutivo de derechas ante un eventual pacto PP y Ciudadanos, y mantienen el discurso beligerante contra el “régimen del PSOE y el susanismo”. ","좌파 연립 정부로부터 그들은 최종 PP와 시민 협정 전에 권리 집행을 허용하지 않으며 ""PSOE 정권과 수사 니즘""에 대한 호전적인 담론을 유지할 것임을 분명히했다.",,"여당 연합 측 또한 PP와 Ciudadanos의 일시적인/돌발적인 협정에 대해 야당/우파의 집행권을 허용하지 않겠다는 입장을 명백히 밝히고, 'PSOE와 수사니즘(Susana Díaz 정권) 체제'에 대한 공격적인 담론을 유지할 것이다. ",36,384320.0,El País,67
23,"De acabar segundos el 2 de diciembre, serán determinantes para la elección de la presidenta.",12 월 2 일에 두 번째를 마치면 대통령 선거에 결정적인 역할을 할 것입니다.,"12월 2일 선거에서 두 번째 자리에 그치면서, 대통령 선거에 결정적인 역할을 할 것입니다.",,15,352230.0,El País,23
24,"[MINI-TITLE] Un 58,4% quiere un cambio de Gobierno",58.4 % 정부 변화를 원한다.,,58.4%는 정부의 변화를 원한다. ,8,20520.0,El País,20
25,"Pese a que el PSOE volvería a ganar las elecciones, la valoración de los votantes respecto de la gestión de los socialistas en esta última legislatura es mayoritariamente regular (39,8%), mala (27,9%) o muy mala (15,2%). ","PSOE가 다시 선거에서 승리 할지라도,이 마지막 기간에 사회 주의자들의 관리에 관한 유권자 평가는 대부분 규칙적 (39.8 %), 나쁜 (27.9 %) 또는 매우 나쁘다 (15, 2 %).","PSOE가 선거에서 다시 승리 할지라도, 이 마지막 입법기에 사회주의자들의 업무 운용에 관한 유권자 평가는 대부분 보통 (39.8 %), 나쁜 (27.9 %) 또는 매우 나쁘다 (15, 2 %)로 나타났다. ",,36,226850.0,El País,22
26,"Poco más de la mitad de los andaluces, 58,4%, cree que sería bueno un cambio de Gobierno en la comunidad, después de casi cuatro décadas con el PSOE al mando. ",안달루시아 인 중 절반 이상 (58.4 %)은 PSOE를 담당 한 거의 40 년 후 공동체에서 정부의 변화가 좋을 것이라고 생각한다.,,PSOE가 거의 40년을 이끌어 온 안달루시아 지역의 주민의 절반 조금 이상인 58.4%가 이번 정권 교체에 대하여 호감을 표하였다. ,30,104540.0,El País,82
27,Un 26% de los encuestados no tiene decidido aún a quién votará.,응답자의 26 %는 투표 대상자를 아직 결정하지 않았습니다.,응답자의 26 %는 투표 대상자를 아직 결정하지 않았습니다.,,12,10860.0,El País,0
28,La campaña andaluza arrancará el viernes 16 de noviembre a las 00.00 con la encuesta preelectoral como telón de fondo y se antoja determinante para disipar las dudas que arroja el CIS. ,안달루시안 캠페인은 11 월 16 일 금요일 00:00에 예비 선거 조사를 배경으로 시작되며 CIS가 제기 한 의구심을 없애는 결정적인 요인으로 보인다. ,,"11월 16일 금요일 자정, 안달루시아 캠페인은 배경 자료로서 사전 선거 조사를 시행할 것이다. CIS가 던진 의문을 해소하는 데 결정적일 것으로 보인다. ",32,225540.0,El País,63
29,"Para los partidos estas elecciones son la antesala de lo que puede suceder en las próximas citas con las urnas (municipales, autonómicas, europeas e incluso generales). ","당사자들에게이 선거는 여론 조사 (시, 지역, 유럽 및 심지어 일반)에서 예정된 약속에서 일어날 수있는 일의 서곡입니다. ","이번 선거는 당원들에게 다른 선거들(시, 주, 유럽, 심지어 총선)에서 일어날 수 있는 사건들의 전조이다.",,26,216980.0,El País,60
30,"Los líderes nacionales, incluido el de Vox, van a volcarse de lleno para arañar unos resultados que permitan mantener sus expectativas. ",Vox를 포함한 전국 지도자들은 자신들이 기대치를 유지할 수 있도록 결과를 뒤집기 위해 전복하려고합니다. ,,Vox를 포함한 전국의 지도자들은 그들의 기대치를 유지할 수 있는 결과를 얻기 위해 전력을 다할 것이다. ,21,204360.0,El País,27
31,"Para cuatro de cada 10 encuestados, los máximos responsables de los partidos influyen bastante a la hora de votar. ",응답자 10 명 중 4 명에 대해서는 당사자 대표가 투표 할 때 큰 영향력을 행사합니다. ,"응답자 10 명 중 4 명의 경우, 투표할 때 각 당들의 최고 대표들이 큰 영향력을 행사합니다. ",,19,110460.0,El País,37
32,"En estas últimas semanas y pese al interés de Díaz de que solo se hable de los problemas andaluces, todos han querido introducir los asuntos de la actualidad política en clave nacional.",지난 몇 주간 그리고 디아즈가 안달루시아 문제에 대해서만 이야기하는 것에 관심을 갖고 있음에도 불구하고 모든 사람들은 정치적 시사 문제를 국가 핵심 용어로 소개하기를 원했습니다. ,,"최근 몇 주 동안, 안달루시아의 문제만을 거론하고 있는 Díaz의 관심에도 불구하고, 스페인 전국적 차원에서 핵심적인 정치적 현실의 이슈들을 제시하기를 원하고 있다. ",32,148830.0,El País,65
33,"Sin embargo, para el 56,4% de los electores de la comunidad, lo más importante a la hora de elegir la papeleta serán los temas propios de Andalucía.",그러나 지역 사회 유권자의 56.4 %가 안달루시아의 대상이 될 것입니다.,그러나 안달루시아 유권자의 56.4 %는 투표 용지를 선택한 순간 가장 중요한 사안은 안달루시아만의 주제가 될 것입니다. ,,27,121160.0,El País,51
34,"Respecto de los líderes políticos, la candidata socialista y presidenta de la Junta, Susana Díaz, es la más conocida y la más valorada con una nota de un 4,1. ","정치 지도자들에 관해서, 사회주의 후보자이자 이사회 의장 인 Susana Díaz는 4.1 등급으로 가장 잘 알려져 있고 가장 가치가 있습니다. ",,"정치 지도자들, 사회주의 유권자, 의장 Susana Díaz의 경우, 가장 잘 알려지고 가장 가치 있다고 평가 받아 4.1점을 기록하였다. ",29,192660.0,El País,56
35,El resto de los aspirantes a dirigir la comunidad también suspenden. ,공동체를 이끌어 나갈 다른 유망주들도 일시 중지합니다. ,공동체를 이끌어 나갈 다른 지원자들도 보류하고 있다. ,,11,68230.0,El País,32
36,"El líder regional de Ciudadanos, Juan Marín, y el coordinador general de IU en Andalucía y número dos de Adelante Andalucía, Antonio Maíllo, obtienen una calificación de 3,5, seguidos de la cabeza de lista por la confluencia de izquierdas, Teresa Rodríguez, con un 3,4, y el candidato popular, Juan Manuel Moreno, 3,1. ","후안 마린과 안달루시아 IU 총지배인 인 아델란테 안달루시아 (Andelucía), 안토니오 메이 올로 (Antonio Maíllo)의 지역 지도자는 3.5 점을 얻었고 왼쪽의 합류점 인 테레사 로드리게스 (Teresa Rodríguez) 3.4, 인기 후보 인 후안 마누엘 모레노 (3.1).",,"Ciudadanos의 지역 지도자인 Juan Marín과 안달루시아의 IU 총 책임자이자 Adelante Andalucía의 2인자인 Antonio Maíllo는 3.5점을 받았다. 뒤 이어 좌파의 합류로 후보자 리스트의 선두주자가 된 Teresa Rodríguez는 3.4점, 공화당 후보자 Juan Manuel Moreno는 3.1점을 얻었다. ",52,183030.0,El País,64
37,"Cuatro años después de su aparición en la política andaluza, Marín continúa siendo el político menos conocido.",안달루시안 정치에 출마 한 지 4 년 후 마린은 계속 정치인으로 알려지지 않았다.,안달루시아의 정권에 출마 한 지 4 년 후 마린은 정치인으로서 지명도가 가장 낮다. ,,17,41570.0,El País,34
38,El Parlamento andaluz está compuesto actualmente por 109 diputados repartidos entre los cinco grupos parlamentarios que lograron representación en las elecciones de 2015. ,안달루시안 의회는 현재 2015 년 선거에서 대의원을 얻은 5 명의 의원들로 구성된 109 명의 의원들로 구성됩니다.,,안달루시아 의회는 현재 2015년 선거 결과 대표로 당선된 5개 국회로 나뉘는 의원 109명으로 구성되어 있다. ,23,92910.0,El País,50
39,El PSOE logró 47 diputados;,PSOE는 47 명의 대리인을 확보했습니다.,PSOE는 의원 47명을 확보했습니다.,,5,13010.0,El País,33
40,le sigue el PP que consiguió 33. ,그 다음에는 33 점을 얻은 PP가 나옵니다.,,"뒤이어 PP는 33명을, ",7,14050.0,El País,80
41,"Podemos obtuvo 15 diputados, mientras Ciudadanos e IU obtuvieron nueve y cinco respectivamente. ",Ciudadanos와 IU가 각각 9 점과 5 점을 얻은 동안 우리는 15 명의 대리인을 얻을 수 있습니다.,"Ciudadanos와 IU가 각각 9명과 5명을 확보한 가운데, Podemos는 15명을 얻을 수 있습니다.",,13,29490.0,El País,38
42,La campaña electoral finalizará el viernes 30 de noviembre. ,선거 운동은 11 월 30 일 금요일에 끝납니다.,,선거 캠페인은 11월 30일 금요일에 마무리될 것이다,9,11330.0,El País,44
43,"La sesión constitutiva del Parlamento, tras los comicios, tendrá lugar el 27 de diciembre.",선거 이후 의회의 구성 회의는 12 월 27 일에 열릴 예정이다.,선거 이후 의회의 구성 회의는 12 월 27 일에 열릴 예정이다.,,14,34540.0,El País,0
44,[HEADLINE] Londres elige entre vasallaje o caos,런던은 계략 또는 혼돈 중 하나를 선택합니다.,,런던은 전략 또는 카오스를 선택한다.,7,59470.0,El País,40
45,"[SUB-HEADLINE]  Ante la incapacidad de May de gestionar el Brexit, el intento de organizar otro referéndum es solo la vía de eludir la elección entre lo malo y lo peor",5 월에 Brexit을 관리 할 수 없다는 점을 감안할 때 다른 국민 투표를 조직하려는 시도는 악과 최악의 선택을 피하는 유일한 방법 일뿐입니다,"May가 Brexit을 감당할 수 없는 무능력에 대하여, 다른 여론조사를 조직하려는 시도는 차악과 최악 사이에서 선택을 모면하려는 것에 불과하다. ",,31,175560.0,El País,51
46,"Dos años después de que los ingleses decidieran recuperar su soberanía —¿la habían perdido?—, disponen de solo cuatro meses y medio para elegir entre el vasallaje o el caos. ",영국군이 주권을 되찾기로 결정한 지 2 년 후 - 그들은 그것을 잃었을 까? - 그들은 단지 4 개월 반 밖에 걸리지 않았기 때문에 계략이나 혼란 중에서 선택했다. ,,"영국인들이 그들의 자치권을 회복하려고 결정한 2년 뒤, - 잃은 적이 있었던가? - 전략 또는 혼돈 가운데 하나를 택하는 단 4달 반의 기간을 설정하였다. ",29,87920.0,El País,67
47,"Es la alternativa a la que les ha llevado Theresa May, que acaba de sumar la octava dimisión en su Gobierno por la errática negociación sobre el Brexit. ",테레사 수녀가 취한 대안은 브리태츠 정부의 불협화음에 대한 8 번째 사임을 방금 추가 한 것입니다. ,Teresa May가 취한 대안은 Brexit 의 불협화음으로 인한 그의 정부에서 8 번째 사임을 더한 것뿐이다. ,,28,135760.0,El País,54
48,"La situación, sin embargo, puede empeorar porque eso es exactamente lo que ha ocurrido desde que los británicos votaron por salir de la UE. ",그러나 영국이 유럽 연합 (EU)을 떠난 지 투표 한 이후 발생한 상황이기 때문에 상황이 악화 될 수도있다. ,,그러나 이는 정확하게 영국인들이 EU연합에서 탈퇴하기 위하여 투표한 것이기 때문에 상황은 악화될 수 있다. ,24,65200.0,El País,54
49,"El listado de malas noticias, en efecto, es interminable: ",사실 나쁜 소식 목록은 끝이 없습니다.,사실 나쁜 소식은 한없이 이어진다.,,9,24050.0,El País,38
50,"desde la profunda división del país en dos bloques al bandazo del Brexit duro al blando y la inestabilidad política, pasando por la voladura de las líneas rojas exhibidas por Londres frente a Bruselas o la incertidumbre, letal para la economía. ",브뤼셀 앞에서 런던이 전시 한 빨간 선이 폭발하거나 경제에 치명적인 불확실성으로 인해 브리짓이 강경 한 브리짓 (Br Brexit)이 부드럽고 정치적으로 불안정한 상태에 이르기까지 두 블록에 걸친 국가의 깊은 분파에서 일어났습니다.,,"런던이 브뤼셀에게 제시하는 적대적 경계선의 폭파 또는 불확실성과 경제의 치명타를 겪으면서, Brexit의 고비로 국가가 둘로 심각하게 분열되는 것부터 정치적인 불안정과 유약함으로 이른다. ",41,508940.0,El País,75
51,"Así, la libra ya ha perdido el 12% de su valor y Reino Unido será el país europeo que menos crezca en 2019 y 2020. ",따라서 파운드는 이미 가치의 12 %를 잃었으며 영국은 2019 년과 2020 년에 성장하지 않는 유럽 국가가 될 것입니다. ,따라서 파운드는 이미 화폐 가치의 12 %를 잃었으며 영국은 2019 년과 2020 년에 가장 성장이 더딘 유럽 국가가 될 것입니다. ,,25,34990.0,El País,13
52,"La última pésima noticia ha sido la dimisión, el viernes pasado, del ministro de Transportes, Jo Johnson, autor de esa diatriba entre vasallaje y caos, es decir, entre el sometimiento a las reglas del mercado único sin voz ni voto de Londres (la oferta de May rechazada por todos) o la desastrosa salida sin acuerdo el 29 de marzo. ","최악의 소식은 지난 금요일, 교통 장관, 조 존슨 (Jo Johnson)의 사퇴, 즉 매매와 혼돈 사이의 비난 즉, 목소리 나 런던의 투표가없는 단일 시장의 규칙에 대한 제출 사이다. 3 월 29 일에 합의없이 모든 사람이 거부 할 수 있음) 또는 비참한 출발.",,"마지막으로 최악의 소식은 지난 금요일 교통부 장관 Jo Johnson의 사임이다. 그는 런던의 목소리와 투표(모든 이들이 거부한 May의 제안)를 무시한 유일한 시장의 규칙에 종속될 것인가, 또는 3월 29일 결과에 동의하여 참담한 상황을 맞이할 것인가 혹평하면서 계략과 혼돈 사이의 혹평의 주인공이다. ",59,395160.0,El País,62
53,"Hermano del también dimisionario Boris y político de gran prestigio y popularidad, Jo Johnson, que votó contra el Brexit, era el encargado de pactar el estratégico acuerdo sobre Transportes, un sector clave para las futuras relaciones del Reino Unido con la UE. ",부시 대통령과 블레치 총리에게 투표 한 조 존슨 (Jo Johnson) 대통령은 보리스 (Boris)를 사임하고 영국과 EU의 미래 관계를위한 핵심 분야 인 교통에 관한 전략적 협상을 담당했다.,조 존슨 (Jo Johnson) 대통령은 보리스 (Boris)의 사임에 동참한 공화당의 큰 인물인 조 존스(Jo Johnson)은 Brexit에 반대표를 던졌다. 그는 영국과 EU의 미래 관계를 위한 핵심 분야인 교통에 관한 전략적 협상을 담당했었다. ,,42,143210.0,El País,51
54,"Su renuncia echa gasolina al incendio declarado en algunas aerolíneas que, alarmadas por el desastre, tratan como apestados a sus accionistas británicos y les amenazan con eliminar sus derechos de voto para demostrar a Bruselas una mayoría de propiedad comunitaria y operar así sin problemas en toda la UE. ",그들의 사임은 재난으로 경계를당한 일부 항공사들에 의해 선언 된 화재에 휘발유를 붓고 그들의 영국 주주들을 괴롭 히고 브뤼셀에 대다수의 공동체 재산을 보여주고 투표권을 없애겠다고 위협했다. EU,,"그들의 사임은 이 재앙으로 질겁한 일부 항공사들의 선언에 휘발유를 부었다. 그들의 영국 주주들이 피해를 보게 하였으며, 브뤼셀에게 거대한 공동체 재산을 제시하면서 모든 EU연합에서 문제가 없도록 운영하기 위하여 그들의 투표권을 앗아가도록 협박하였다. ",49,294120.0,El País,58
55,"Las llamas se observan también en Getlink, gestora del Eurotúnel, por el que anualmente cruzan sin controles fronterizos 1,6 millones de camiones, 2,5 millones de coches y 21 millones de personas. ","Eurotunnel 매니저 인 Getlink에서도 매년 160 만 대의 트럭, 250 만 대의 자동차 및 2 천 1 백만 명의 사람들이 국경 통제없이 교차하고 있습니다. ","Eurotunnel의 관리를 맡은 Getlink에서도 매년 160 만 대의 트럭, 250 만 대의 자동차와 2 천 1 백만 명의 사람들이 국경 통제 없이 다니는 것을 확인하였다. ",,31,85750.0,El País,19
56,"Con destino a las factorías británicas de Toyota, por ejemplo, por ahí pasan a diario suspensiones alemanas, ruedas españolas, tubos de escape holandeses o cinturones de seguridad húngaros.","예를 들어, 도요타의 영국 공장으로 향하는 곳에서 독일의 서스펜션, 스페인 바퀴, 네덜란드 배기관 또는 헝가리 안전 벨트가 매일 통과합니다. ",,"예를 들어 독일의 완충장치, 스페인의 타이어, 네덜란드의 배기관, 헝가리의 안전벨트를 매일 Toyota 의 영국 공장으로 운반하고 있다. ",28,250980.0,El País,75
57,Muchos de esos camiones transportan entre 8.000 y 10.000 paquetes de objetos vendidos por comercio electrónico de entrega rápida. ,"이 트럭의 대부분은 빠른 배송 전자 상거래로 판매되는 8,000 ~ 10,000 개의 패키지를 운송합니다. ","이 트럭의 대부분은 빠른 배송 전자 상거래로 판매되는 8,000 ~ 10,000 개의 패키지를 운송합니다. ",,19,31140.0,El País,0
58,"Si el 29 de marzo no hay acuerdo, ¿cuál será el coste y el tiempo perdido en revisiones aduaneras y trámites burocráticos?",3 월 29 일 합의가 없으면 세관 검토 및 관료 절차에서 손실되는 비용과 시간은 어떻게됩니까?,,"만약 3월 29일에 합의를 이루지 못할 경우, 세관 검사와 행정 절차로 잃게 될 시간과 비용은 얼마나 될 것인가?",22,120210.0,El País,63
59,"Ante la incapacidad de Londres de gestionar este proceso, el intento de organizar otro referéndum es solo la vía de eludir la elección entre lo malo y lo peor. ",런던이이 과정을 관리 할 능력이 없다는 점을 감안할 때 다른 국민 투표를 조직하려는 시도는 악과 최악의 선택을 피하는 유일한 방법 일뿐입니다. ,런던이 이 과정을 관리 할 능력이 없다는 점을 감안할 때 다른 여론조사를 조직하려는 시도는 최악과 차악의 선택을 피하는 방법 일뿐입니다. ,,29,106590.0,El País,15
