Segment ID,Source Segment,MT Target Segment,Post-edited Target,Translated Target,Segment Length,Post-edit Time(ms),Segment Origin,Edit Effort
11,La Unión Europea investiga si los acuerdos fiscales presidenciales de Luxemburgo con más ende trescientas grandes empresas son legales.,유럽 ,EU는 룩셈부르크 대통령과 300개의 대기업간의 회계 거래의 합법성을 조사합니다.,,19,86950.0,Cinco Continentes_Ebola,97
12,"Desde un rincón del mundo hablaremos con Sara Bordar, representante de UNICEF en Madagascar.",모퉁이에서 마다가스카르의 유니세프 (UNICEF) 대표 인 사라 보르 다르 (Sara Bordar)와 이야기하게됩니다.,,지구 한 부분에서 유니세프 마다가스카르 지부 대표 사라 보르다르 씨와 대화를 나누겠습니다. ,14,58990.0,Cinco Continentes_Ebola,66
13,"Y nuestra información por continentes dedicada hoy a Asia se cumple un año del huracán Hayán que arrasó Filipinas,",그리고 오늘날 아시아에 헌정 된 대륙 별 정보는 필리핀을 황폐화시킨 허리케인 하야나 (Harian Haann) 이후 1 년입니다.,그리고 오늘 대륙 별 정보는 아시아에 집중하겠습니다. 필리핀을 황폐화시킨 허리케인 하이엔 1 주년입니다.,,19,73360.0,Cinco Continentes_Ebola,55
14,Estaremos ahí en las islas filipinas y analizaremos las consecuencias que tuvo este desastre natural.,우리는 필리핀 섬에있을 것이며 우리는이 자연 재해의 결과를 분석 할 것입니다.,,필리핀에 가보겠고 이 자연재해의 피해를 조명해 보겠습니다.,15,18570.0,Cinco Continentes_Ebola,58
15,Comenzamos.,우리는 시작한다.,우리는 시작한다.,,1,2800.0,Cinco Continentes_Ebola,0
16,"En los últimos días han surgido informaciones sobre una supuesta reducción de la epidemia del ébola en los países, en más castigados por la crisis Guinea, Sierra Leona y Liberia.","최근에는 국가에서 가정 감소 에볼라 전염병의보고가 있었다, 어려운 기니, 시에라 리온과 라이베리아 위기로했다.",,"최근 며칠간 기니, 시에라레온, 라이베리아 등 피해가 가장 컸던 국가에서 에볼라가 감소했다느 추측성 보도가 있었습니다. ",30,53810.0,Cinco Continentes_Ebola,82
17,En concreto según fuentes de la Organización Mundial de la Salud sobre la incidencia semanal de la enfermedad en África Occidental señalaban que el ébola había disminuído en Liberia. ,특히 세계 보건기구 (WHO)에 따르면 서 아프리카의 주간 발생률은 라이베리아에서 에볼라가 감소한 것으로 나타났다.,특히 세계 보건기구 (WHO)의 소식통에 따르면 서 아프리카의 에볼라 주간 발생률은 라이베리아에서 감소한 것으로 나타났다.,,29,45550.0,Cinco Continentes_Ebola,20
18,Se mantenía estable en Guinea.,기니에서 안정적이었습니다.,,기니에서는 안정적 수준을 유지하고 있다.,5,16050.0,Cinco Continentes_Ebola,54
19,Y los casos de contagiados por la epidemia habían aumentado en Sierra Leona.,그리고 전염병에 감염된 사람들의 사례가 시에라 리온에서 증가했습니다.,그리고 전염병에 감염된 사람들의 사례가 시에라 리온에서 증가했습니다.,,13,8050.0,Cinco Continentes_Ebola,0
20,Hoy en declaraciones a la radio televisión en pública británica BBC el máximo responsable de la misión de Naciones Unidas contra el ébola en África Tony Banbury se refería precisamente a esto.,오늘은 아프리카 토니 밴버리에서 에볼라에 대한 유엔 임무의 머리가 여기에 정확하게 언급했다 공영 방송 BBC 라디오 말했다.,,BBC 영국 공영 TV 라디오방송에서 UN 아프리카지부 에볼라 담당 최고 권위자인 토니 반버리 대표는 정확히 이렇게 말했습니다.,32,82410.0,Cinco Continentes_Ebola,78
21,"Se trata de un panorama mixto, ","그것은 혼합 된 파노라마입니다,","상황이 뒤섞여 있다,",,6,47040.0,Cinco Continentes_Ebola,76
22,En algunas zonas está bajando el número de casos como por ejemplo en Monrovia. ,일부 지역에서는 몬로 비아 (Monrovia)와 같이 사례 수가 감소하고 있습니다.,,"일부에서는, 예를 들면 몬로비아에서는 사례 수가 감소하고 있다.",14,18350.0,Cinco Continentes_Ebola,52
23,En otros sin embargo comprobamos una aceleración significativa de la enfermedad.,그러나 다른 사람들에서는 우리가이 질병의 상당한 촉진을 보았습니다.,그러나 다른 일부에서는 이 질병의 상당한 증가를 확인했습니다.,,11,27560.0,Cinco Continentes_Ebola,32
24,Pero el representante de la ONU insiste ya en que esta enfermedad es aún una crisis y que todavía no se tienen los recursos necesarios para hacerle frente.,그러나 유엔 대변인은이 질병은 여전히 ,,그러나 UN 대표는 에볼라가 아직 위기 단계이고 이를 대처하기 위한 물자가 부족하다고 주장한다.,28,42810.0,Cinco Continentes_Ebola,81
25,Esta enfermedad es todavía una auténtica crisis en algunas zonas sin duda. ,이 질병은 의심의 여지없이 일부 분야에서 여전히 진정한 위기입니다.,이 질병은 의심의 여지없이 일부 지역에서 여전히 심각한 위기입니다.,,12,15590.0,Cinco Continentes_Ebola,10
26,Hay gentes y pueblos que no están recibiendo ninguna ayuda ahora mismo. ,지금 도움을받지 못하는 사람들과 사람들이 있습니다.,,지금 이 시각에도 도움을 받지 못하는 사람들이 도처에 산재하다.,12,17570.0,Cinco Continentes_Ebola,45
27,Sobre el terreno la comunidad internacional y el mundo no tiene capacidad para acabar con esta enfermedad.,국제 사회와 세계는이 질병을 종식시킬 능력이 없습니다.,국제 사회와 전세계적 차원에서 이 질병을 종식시킬 능력이 없습니다.,,17,18680.0,Cinco Continentes_Ebola,21
28,"Duramos ahora ya hasta África, hasta Monrovia, la capital de Liberia donde vamos a hablar con Carolina López, coordinadora del centro de tratamiento de Médicos sin Fronteras en la capital liberiana. ","우리는 몬로 비아, 우리는 라이베리아의 수도에서 국경없는 캐롤라이나 로페즈, 치료 센터 의사의 코디네이터에게 이야기합니다 라이베리아의 수도로 아프리카에 지금 보낸다.",,"우리는 이제 아프리카 라이베리아의 수도인 몬로비아로 가보겠습니다. 수도 라이베리아의 국경 없는 의사회 치료센터장인 카롤리나 로페즈와 함께하겠습니다. 
",31,187020.0,Cinco Continentes_Ebola,72
29,"Carolina López, buenas noches.","캐롤라이나 로페즈, 안녕하세요.","캐롤라이나 로페즈, 안녕하세요.",,4,2120.0,Cinco Continentes_Ebola,0
30,"Hola, buenas noches.","안녕, 안녕하세요.",,"네, 안녕하세요.",3,4220.0,Cinco Continentes_Ebola,20
31,"Carolina, ¿se ha apreciado ahí una reducción de la epidemia del ébola como asegura la Organización Mundial de la Salud?",세계 보건기구 (WHO)가 밝혔 듯이 에롤로에서 에볼라 전염병이 감소 했는가?,세계 보건기구 (WHO)가 밝혔 듯이 에볼라 전염병이 감소 했는가?,,20,22730.0,Cinco Continentes_Ebola,13
32,"Sí, efectivamente, estas últimas semanas nos hemos dado cuenta que ha reducido bastante números de personas admitidas en el centro.",그렇습니다. 사실 지난 주 우리는 센터에 입소 한 많은 사람들을 줄 였음을 깨달았습니다.,,"네, 현저히요. 최근 몇 주간 센터에 수용된 환자의 수가 눈에 띄게 감소했다는 것을 깨달았습니다.",20,32320.0,Cinco Continentes_Ebola,64
33,"En el centro de tratamiento, ¿qué coordinas ahí en la capital de Liberia?",치료 센터에서 라이베리아의 수도에서 무엇이 조정되고 있습니까?,라이베리아의 수도에 있는 치료 센터에서 무엇을 지휘하고 있습니까?,,13,36370.0,Cinco Continentes_Ebola,58
34,¿A cuántas personas estáis tratando en estos momentos?,얼마나 많은 사람들이 지금 거래하고 있습니까?,,현재 몇 명을 치료하고 있습니까?,8,21310.0,Cinco Continentes_Ebola,56
35,"Ahora mismo, ahí, alrededor de cincuenta y tres pacientes positivos.",지금 바로 거기에 약 53 명의 양성 환자가 있습니다.,지금 바로 거기에 약 53 명의 양성 반응 환자가 있습니다.,,10,7930.0,Cinco Continentes_Ebola,9
36,¿Qué número de personas ingresan cada día y causan baja o pueden recuperarse y curarse de la enfermedad?,어떤 수의 사람들이 매일 병적으로 병을 앓고 있거나 병을 치료하고 치료할 수 있습니까?,,하루에 몇 명이 입원하고 퇴원하거나 완치되어 나갑니까?,18,65210.0,Cinco Continentes_Ebola,75
37,"Bueno, pues, la verdad es que en estos momentos tenemos números bastante positivos. ","글쎄, 진실은이 순간에 우리는 꽤 긍정적 인 숫자를 가지고 있다는 것입니다.","글쎄, 실제로 이 순간에 이곳의 숫자는 꽤 긍정적입니다.",,13,54630.0,Cinco Continentes_Ebola,57
38,"O sea, el descenso de las personas que ingresan quedan positivo. ","즉, 들어오는 사람들의 수가 줄어든 것은 긍정적입니다.",,"즉, 입원한 사람의 수가 감소하고 있습니다.",11,27480.0,Cinco Continentes_Ebola,50
39,"Además bastantes pacientes que se curan y bueno, pues vemos que esto va evolucionando. ","또한 치유되고 좋은 많은 환자들, 우리는 이것이 진화하고 있음을 잘 알 수 있습니다.","또한 많은 환자들이 치유되고 있고, 우리는 이것이 점차 늘어나고 있음을 잘 알 수 있습니다.",,14,28520.0,Cinco Continentes_Ebola,39
40,Lo que pasa es que nosotros creemos que también hay que tener un poquito de cuidado. ,우리는 조금씩 돌봐야한다고 믿는 것입니다.,,저희 생각은 여전히 주의를 해야한다는 것입니다.,16,31500.0,Cinco Continentes_Ebola,65
41,No es el momento de relajarse porque está claro que la epidemia ya ha dado un pico y luego ha vuelto a bajar.,전염병이 이미 절정에 이르렀다가 다시 내려간 것이 분명하기 때문에 휴식을 취할 시간이 아닙니다.,전염병이 이미 절정에 이르렀다가 다시 내려갈 것이 분명하기 때문에 아직 마음을 놓을 때가 아닙니다.,,23,63460.0,Cinco Continentes_Ebola,20
42,"Y bueno pensamos que volverá a subir, por supuesto no como al principio porque cuando la población no conoce lo que es la epidemia y tal.",물론 우리는 인구 증가가 전염병이 무엇인지 알지 못하기 때문에 처음에는 아니지만 다시 상승 할 것이라고 생각합니다.,,저희는 다시 병이 늘어날 것이라고 생각합니다. 물론 처음처럼은 아니겠지만요. 왜냐하면 사람들이 병에 대해 자세히 모를 때에는,26,53590.0,Cinco Continentes_Ebola,79
43,Realmente no pueden tomar las medidas de precauciones necesarias. ,그들은 정말로 필요한 사전 예방 조치를 취할 수 없습니다.,그들은 정말로 필요한 사전 예방 조치를 취할 수 없습니다.,,9,7010.0,Cinco Continentes_Ebola,0
44,"Hoy en día la población ya está al tanto de lo que es la enfermedad y de cómo se contagia, con lo cual pueden tomar esas medidas. ","요즘 사람들은 질병이 무엇인지, 질병이 어떻게 퍼져 나가고 있는지를 이미 알고 있습니다.",,"오늘날 사람들은 이 병이 뭔지, 어떻게 전염되는지 압니다. 따라서 사전 조치를 취할 수 있죠.",27,51350.0,Cinco Continentes_Ebola,67
45,Pero aún así creemos que esto va a volver a subir.,그러나 여전히 우리는 이것이 다시 되돌아 올 것이라고 믿습니다.,그러나 여전히 우리는 병이 다시 재발할 것이라고 믿습니다.,,11,11320.0,Cinco Continentes_Ebola,20
46,"¿Vamos, estás diciendo que crees que va a volver a subir el número de contagiados?,","자, 감염된 사람들의 수가 다시 증가 할 것이라고 생각하는 것입니까?",,그렇다면 감염자 수가 다시 증가할 것이라고 생각한다는 말씀이신가요?,15,24610.0,Cinco Continentes_Ebola,50
47,"¿por qué, por qué tenéis esa sensación de que va a volver a subir el número de personas contagiadas por el ébola?","왜, 왜 에볼라에 감염된 사람들의 수가 다시 증가 할 것이라는 느낌이 들었습니까?","왜, 왜 에볼라에 감염된 사람들의 수가 다시 증가 할 것이라는 느낌이 들었습니까?",,22,4740.0,Cinco Continentes_Ebola,0
48,"Bueno, pues porque no todas las actividades que se serían hacer están funcionando correctamente. ",왜냐하면 모든 활동이 제대로 작동하지 않기 때문입니다.,,왜냐하면 모든 일이 다 제대로 되고 있는 게 아니기때문입니다.,14,33550.0,Cinco Continentes_Ebola,41
49,"El seguimiento de contactos, por ejemplo hay muchísimo trabajo por hacer. ",연락을 취하십시오. 예를 들어 할 일이 많습니다.,예를 들어 접촉을 감시하는 등 아직 할 일이 많습니다.,,11,32950.0,Cinco Continentes_Ebola,53
50,"Se está haciendo, pero no al cien por cien. ",그것은 끝났지 만 100 %는 아닙니다.,,"비슷한 예로, 구급차 서비스가 있지만 아직도 걸어 오거나 알아서 오는 환자들이 있습니다. 구급차가 제대로 활성화되지 않아서요.",9,76870.0,Cinco Continentes_Ebola,85
51,"Al igual que, por ejemplo, el servicio de ambulancias, tenemos, seguimos teniendo pacientes que vienen a pie, por sus propios medios porque este servicio no funciona.","예를 들어, 구급차 서비스처럼 우리는이 서비스가 작동하지 않기 때문에 자신의 수단으로 도보로 오는 환자가 있습니다.","예를 들어, 구급차 서비스가 있지만 이 서비스가 작동하지 않기 때문에 알아서 도보로 오는 환자가 있습니다.",,26,40080.0,Cinco Continentes_Ebola,21
52,"Y bueno, pues también está el asunto de la incineración.",그리고 소각 문제도 있습니다.,,그리고 시체 소각의 문제가 있죠.,10,20310.0,Cinco Continentes_Ebola,44
53,Hoy en día seguían incinerando a las personas que mueren por ébola.,오늘 그들은 에볼라가 죽은 사람들을 소각했습니다.,아직도 사람들은 에볼라가로 죽은 사람들을 소각합니다.,,12,33390.0,Cinco Continentes_Ebola,27
54,"Y esto culturalmente, o sea, va totalmente en contra de la cultura de la población. ","그리고 이것은 문화적으로, 즉 전적으로 인구 문화에 어긋납니다.",,이게 문화적으로 이 지역 사람들의 문화와 완전히 대치됩니다.,15,31230.0,Cinco Continentes_Ebola,65
55,Entonces también se esconden más.,그런 다음 그들은 또한 더 많이 숨 깁니다.,그런 다음 그들은 또한 더 많이 숨 깁니다.,,5,15730.0,Cinco Continentes_Ebola,0
56,¿Habéis notado? ,너는 눈치 챘 는가?,,알고 계셨습니까?,2,8350.0,Cinco Continentes_Ebola,81
57,Te preguntaba. ,나는 너에게 물었다.,나는 너에게 물었다.,,2,4750.0,Cinco Continentes_Ebola,0
58,Habéis notado refuerzos en medios y recursos en los últimos tiempos en la lucha ahí contra el ébola en Liberia?,라이베리아의 에볼라 퇴치를위한 수단과 자원에 대한 보강을 최근에 보았습니까?,,최근 라이베리아에서 에볼라를 물리치기 위해 물자를 늘린 걸 알고 계십니까?,20,36690.0,Cinco Continentes_Ebola,66
59,"Pues, sí que hay más organizaciones que han llegado y que están dispuestas a abrir otros centros. ","글쎄요, 도착한 기관이 더 많으며 기꺼이 다른 센터를 열 수 있습니다.","글쎄요, 이곳에 와서 기꺼이 다른 센터를 열겠다는 기관이 많아지긴 했습니다.",,17,68550.0,Cinco Continentes_Ebola,54
60,Y creemos que eso es muy positivo.,그리고 우리는 그것이 매우 긍정적이라고 믿습니다.,,저는 이것을 매우 긍정적으로 봅니다.,7,13060.0,Cinco Continentes_Ebola,48
61,Sin embargo creemos también que tienen que acelerar un poquito más el proceso. ,그러나 우리는 프로세스 속도를 좀 더 높여야한다고 생각합니다.,그러나 우리는 진행 속도를 좀 더 늘려야한다고 생각합니다.,,13,15780.0,Cinco Continentes_Ebola,17
62,Que de todas formas hay que relajarse y que además habría que reforzar otras actividades.,어떤 경우 든 휴식을 취해야하며 다른 활동을 강화해야합니다.,,어쨌든 긴장을 풀고 다른 활동들을 늘려야 합니다.,15,31620.0,Cinco Continentes_Ebola,51
63,"O sea, no solo será abrir centros de enviar médicos. ","즉, 의료 센터를 개설 할뿐만 아니라","즉, 의료 센터를 개설하여 의사들을 보낼 뿐만 아니라",,10,29160.0,Cinco Continentes_Ebola,34
64,También hay que reforzar como te decía seguimiento de contactos. ,또한 연락처 추적이라고 말하면서 강화해야합니다.,,말씀드렸듯이 접촉 감시 활동을 늘려야 합니다.,10,14330.0,Cinco Continentes_Ebola,73
65,Hay que reforzar el servicio de ambulancias. ,구급차 서비스를 강화해야합니다.,구급차 서비스를 강화해야합니다.,,7,1570.0,Cinco Continentes_Ebola,0
66,Hay que hacer una sensibilización más fuerte con muchos más recursos.,더 많은 자원으로 더 강한 인식을 가져야합니다.,,더 많은 물자를 통해 병에대한 사람들의 인식을 높여야 합니다.,11,40010.0,Cinco Continentes_Ebola,47
67,"Y bueno, en este sentido también te diría que hoy en día el problema que encontramos en el centro es que los pacientes que vienen, que no tienen ningún síntoma de ébola, pero que no son aceptados en los hospitales por miedo.",그리고이 점에서 저는 또한 오늘날 우리가 중심에서 발견하는 문제는 에볼라의 증상이 없지만 병원에서 공포로 받아 들여지지 않는 환자라는 것입니다.,그리고이 점에서 저는 또한 오늘날 우리가 센터에서 발견하는 문제는 에볼라의 증상이 없지만 병원에서 무서워서 받아 들이지 않는 환자입니다.,,42,39270.0,Cinco Continentes_Ebola,15
68,"Y bueno, pues habría que reforzar también esto es un poco, ¿no?, que vengan organizaciones, que ayuden al ministerio a poder gestionar estos centros hospitalarios que no tienen nada que ver con el ébola para ser una buena clasificación de los pacientes, un buen triaje como nosotros llamamos.",그리고 에보라와 아무 관련이없는 병원을 환자의 훌륭한 분류로 관리 할 수 ,,이것도 개선해야 합니다. 그렇죠? 여러 기관들이 와서 에볼라와는 전혀 상관없는 의료기관들을 정부가 관리하도록 해야 합니다. 환자들을 더 잘 선별하는 소위 다리 역할을 하도록요.,48,149740.0,Cinco Continentes_Ebola,79
69,"Y que bueno, podemos enviar a pacientes que no están enfermos de ébola, que no son sospechosos de ébola a esos centros.",그리고 에콜라로 의심이없는 에볼라와 아프지 않은 환자들을 그 센터로 보낼 수 있습니다.,"그래서 저희가 에볼라로 의심되지 않는 환자들, 에볼라를 앓지 않는 환자들을 그 센터로 보낼 수 있습니다.",,22,60940.0,Cinco Continentes_Ebola,34
70,Tú estás ahí trabajando sobre el terreno por cierto. ,당신은 거기에서 일하고 있습니다.,,당신은 거기 현지에서 일하고 계십니다.,9,21580.0,Cinco Continentes_Ebola,23
71,¿Cuánto tiempo llevas ahí en Monrovia?,먼로 비아에 얼마나 있었 니?,먼로 비아에 얼마나 있었 니?,,6,2090.0,Cinco Continentes_Ebola,0
72,Llevo cuatro semanas aquí.,나는 4 주간 여기왔다.,,4주 있었습니다.,4,5750.0,Cinco Continentes_Ebola,69
73,Cuatro semanas. ,4 주,4 주,,2,940.0,Cinco Continentes_Ebola,0
74,¿Y cuáles son las principales carencias que aprecias que existen ahora para luchar contra la enfermedad allí donde estás tú?,그리고 당신은 질병에 대처하기 위해 현재 존재하고있는 당신이 느끼는 주된 결함은 무엇입니까?,,거기서 병과 싸우는 데 지금 가장 필요한 것은 무엇입니까?,20,32270.0,Cinco Continentes_Ebola,68
75,"Bueno, pues sobre todo lo que te decía antes. ","글쎄, 무엇보다도 내가 전에 말했던 것.","글쎄, 무엇보다도 내가 전에 말했던 것처럼",,9,6420.0,Cinco Continentes_Ebola,8
76,"O sea, el reforzar el sistema de ambulancias, el reforzar el seguimiento de contactos, y eso, sobre todo el apoyar estos hospitales públicos para que los pacientes que no tienen síntomas de ébola puedan acceder.","즉, 구급차 시스템의 보강, 연락 후속 조치의 강화, 그리고 무엇보다도 이러한 공립 병원을 지원하여 에볼라 증상이없는 환자가 액세스 할 수있게하는 것입니다.",,"구급차 서비스를 늘리고, 접촉 감시를 강화하는 것, 그리고 특히 공공 의료기관을이 에볼라 증상이 없는 환자들을 받을 수 있도록 하는 것입니다. ",35,53800.0,Cinco Continentes_Ebola,58
77,Porque esto sí podemos ya más daños con lateral de lo que es la enfermedad.,이것은 우리가 이미 질병보다 측면에 더 많은 손상을 입힐 수 있기 때문입니다.,왜냐하면 이것때문에 더 많은 손상을 입힐 수 있기 때문입니다.,,15,45460.0,Cinco Continentes_Ebola,37
78,Está bien bastante grave. ,꽤 진지해.,,꽤 심각합니다.,4,5160.0,Cinco Continentes_Ebola,62
79,"O sea las personas, evidentemente el ébola es una enfermedad muy grave. ","즉, 에볼라는 분명히 매우 심각한 질병입니다.","즉, 사람들은, 에볼라는 분명히 매우 심각한 질병입니다.",,12,13370.0,Cinco Continentes_Ebola,19
80,"Pero en personas que no tienen acceso a lo que es la salud, digamos, cotidiana, que son todas las enfermedades como la malaria, y como cuantas otras enfermedades que existen en este país.","그러나 말라리아와 같은 모든 질병과이 나라에 존재하는 몇 가지 다른 질병 인 건강, 말, 매일에 접근 할 수없는 사람들.",,그러나 일반적 의료 혜택을 받지 못하는 사람들에게는 이거나 말라리아나 이 나라에 있는 다른 여타 질병들 모두 차이가 없습니다.,33,63940.0,Cinco Continentes_Ebola,77
81,"¿Has podido constatar una diferencia en el tiempo que llevas en cuanto a la incidencia de la epidemia en las zonas rurales y en las zonas urbanas, una diferencia?",농촌 지역과 도시 지역의 전염병 발병률의 차이에 대해 당신이 취한 시간의 차이를 알아 봤습니까?,농촌 지역과 도시 지역의 전염병 발병률의 차이에 대해 당신이 거기 있을 동안 어떤 차이가 있었습니까?,,29,39600.0,Cinco Continentes_Ebola,26
82,Yo no te puedo hablar de las zonas rurales. ,농촌 지역에 대해서는 말할 수 없습니다.,,농촌지역은 저도 잘 모릅니다.,9,8410.0,Cinco Continentes_Ebola,54
83,"Porque yo, en las zonas rurales no estoy. ",나는 농촌 지역에 없기 때문에.,나는 농촌 지역에 없기 때문에.,,8,4030.0,Cinco Continentes_Ebola,0
84,Lo que sí que sé es que el centro que tenemos en Soya también ha disminuído muchísimo.,내가 아는 것은 우리가 콩에서 가지고있는 중심 또한 많이 줄어들 었다는 것입니다.,,제가 확실히 아는 건 소야에 있는 이 센터에서도 엄청 감소했다는 겁니다.,17,26630.0,Cinco Continentes_Ebola,66
85,"O sea, la cosa es también, o sea, bastante positivo.","즉, 그 일은 또한 매우 긍정적입니다.","즉, 상황이 또한 매우 긍정적입니다.",,10,13260.0,Cinco Continentes_Ebola,19
86,También porque tiene muchísimo menos casos que hace una semana.,또한 일주일 전보다 훨씬 적은 경우가 있기 때문에.,,왜냐하면 일주일 전보다 훨씬 숫자가 감소했기 때문입니다.,10,19730.0,Cinco Continentes_Ebola,48
87,"Entonces parece que sí, que en general esto está bajando.","그렇다면 네, 일반적으로 이것은 추락하고있는 것처럼 보입니다.","그렇다면 네, 일반적으로 이것은 감소하고있는 것처럼 보입니다.",,10,10270.0,Cinco Continentes_Ebola,5
88,"Pero no significa que vaya a bajar, que vaya a terminar.",그러나 그것이 내려갈 것이라는 의미는 아닙니다.,,그러나 그렇다고 계속 감소할 것이라거나 상황이 종결될 거라는 말은 아닙니다.,11,31610.0,Cinco Continentes_Ebola,57
89,Esto ya ha ocurrido en Sierra Leona y ya ha ocurrido en Guinea. ,이것은 이미 시에라 리온에서 일어 났으며 이미 기니에서 일어났습니다.,이것은 이미 시에라 리온에서 일어 났으며 이미 기니에서 일어났습니다.,,13,7690.0,Cinco Continentes_Ebola,0
90,"O sea, los casos bajaron para volver a subir. ","다시 말하면, 그 사건은 다시 일어날 것입니다.",,"즉, 감소했다 증가했다 합니다.",9,14240.0,Cinco Continentes_Ebola,73
91,Volvieron a bajar para volver a subir.,그들은 뒤로 물러나 러 갔다.,감소해서 또 증가했었습니다.,,7,23350.0,Cinco Continentes_Ebola,81
92,"O sea, esto hay que tenerlo en cuenta. ","즉,이 점을 고려해야합니다.",,"즉, 중요한 것은",8,11110.0,Cinco Continentes_Ebola,80
93,No es momento de relajarse. ,긴장을 풀 시간이 아닙니다.,긴장을 풀 때가 아닙니다.,,5,5810.0,Cinco Continentes_Ebola,20
94,"O sea, es momento de reforzar justamente todas las actividades para subir la calidad, ","즉, 품질 향상을위한 모든 활동을 강화할 때입니다.",,"즉, 질적 향상을 위해 모든 활동을 강화해야 할 적절한 시기입니다.",14,22520.0,Cinco Continentes_Ebola,35
95,para que todo el mundo tenga un respiro para poder trabajar un poco más en profundidad sobre ciertos temas en las actividades,모든 사람들이 활동의 ,이를 통해 모든 사람들이 맡은 역할을 전문적으로 수행하며 안도할 수 있게요.,,22,69740.0,Cinco Continentes_Ebola,78
