Segment ID,Source Segment,MT Target Segment,Post-edited Target,Translated Target,Segment Length,Post-edit Time(ms),Segment Origin,Edit Effort
11,La Unión Europea investiga si los acuerdos fiscales presidenciales de Luxemburgo con más ende trescientas grandes empresas son legales.,유럽 ,EU는 룩셈부르크 정부가 300개 이상의 회사와 맺은 조약이 합법한지를 조사했습니다. ,,19,45080.0,Cinco Continentes_Ebola,97
12,"Desde un rincón del mundo hablaremos con Sara Bordar, representante de UNICEF en Madagascar.",모퉁이에서 마다가스카르의 유니세프 (UNICEF) 대표 인 사라 보르 다르 (Sara Bordar)와 이야기하게됩니다.,,마다가스카르 유니세프 대표인 Sara Bordar 와 함께 할 예정입니다.,14,51970.0,Cinco Continentes_Ebola,54
13,"Y nuestra información por continentes dedicada hoy a Asia se cumple un año del huracán Hayán que arrasó Filipinas,",그리고 오늘날 아시아에 헌정 된 대륙 별 정보는 필리핀을 황폐화시킨 허리케인 하야나 (Harian Haann) 이후 1 년입니다.,"그리고 오늘회는 아시아 연맹을 위한 정보중, 필리핀을 앗아간 하얀이 지난지 1년이 되는 회입니다.",,19,116090.0,Cinco Continentes_Ebola,59
14,Estaremos ahí en las islas filipinas y analizaremos las consecuencias que tuvo este desastre natural.,우리는 필리핀 섬에있을 것이며 우리는이 자연 재해의 결과를 분석 할 것입니다.,,오늘은 필리핀에서부터 이 자연재난의 결과를 분석 할 예정입니다.,15,21090.0,Cinco Continentes_Ebola,41
15,Comenzamos.,우리는 시작한다.,시작하겠습니다,,1,8070.0,Cinco Continentes_Ebola,88
16,"En los últimos días han surgido informaciones sobre una supuesta reducción de la epidemia del ébola en los países, en más castigados por la crisis Guinea, Sierra Leona y Liberia.","최근에는 국가에서 가정 감소 에볼라 전염병의보고가 있었다, 어려운 기니, 시에라 리온과 라이베리아 위기로했다.",,"최근 며칠 사이 에볼라의 가장 많은 타격을 입었던 기니, 시에라 리온 및 라이베리아에서 질병수치의 감소가 됬다는 보도가 있었습니다",30,83390.0,Cinco Continentes_Ebola,72
17,En concreto según fuentes de la Organización Mundial de la Salud sobre la incidencia semanal de la enfermedad en África Occidental señalaban que el ébola había disminuído en Liberia. ,특히 세계 보건기구 (WHO)에 따르면 서 아프리카의 주간 발생률은 라이베리아에서 에볼라가 감소한 것으로 나타났다.,특히 세계 보건기구 (WHO)에 따르면 서 아프리카에서 일주간 에볼라가 발생한 것은 라이베리아에서 에볼라가 감소했다는 것을 나타냈다.,,29,107460.0,Cinco Continentes_Ebola,22
18,Se mantenía estable en Guinea.,기니에서 안정적이었습니다.,,기니는 계속 안정된 상태이다.,5,18490.0,Cinco Continentes_Ebola,56
19,Y los casos de contagiados por la epidemia habían aumentado en Sierra Leona.,그리고 전염병에 감염된 사람들의 사례가 시에라 리온에서 증가했습니다.,그리고 전염병에 감염된 사람들의 사례가 시에라 리온에서 증가했습니다.,,13,7130.0,Cinco Continentes_Ebola,0
20,Hoy en declaraciones a la radio televisión en pública británica BBC el máximo responsable de la misión de Naciones Unidas contra el ébola en África Tony Banbury se refería precisamente a esto.,오늘은 아프리카 토니 밴버리에서 에볼라에 대한 유엔 임무의 머리가 여기에 정확하게 언급했다 공영 방송 BBC 라디오 말했다.,,오늘 BBC 영국공영 TV 방송에서 UN 아프리카지부 에볼라 담당자 토니 반버리는 이에 대해 직접 언급했다.,32,82610.0,Cinco Continentes_Ebola,73
21,"Se trata de un panorama mixto, ","그것은 혼합 된 파노라마입니다,","그것은 혼합 된 상황입니다,",,6,12760.0,Cinco Continentes_Ebola,23
22,En algunas zonas está bajando el número de casos como por ejemplo en Monrovia. ,일부 지역에서는 몬로 비아 (Monrovia)와 같이 사례 수가 감소하고 있습니다.,,몬로비아 같이 어떤 지역에서는 발병 사례 수가 줄고 있다.,14,31060.0,Cinco Continentes_Ebola,60
23,En otros sin embargo comprobamos una aceleración significativa de la enfermedad.,그러나 다른 사람들에서는 우리가이 질병의 상당한 촉진을 보았습니다.,그러나 다른 지역에서는 이 질병이 상당히 촉진되는 걸 알 수 있습니다.,,11,54280.0,Cinco Continentes_Ebola,43
24,Pero el representante de la ONU insiste ya en que esta enfermedad es aún una crisis y que todavía no se tienen los recursos necesarios para hacerle frente.,그러나 유엔 대변인은이 질병은 여전히 ,,그러나 UN 대표는 에볼라가 그럼에도 아직 문제이고 이에 대처할 자원이 넉넉하지 않다고 주장한다.,28,92550.0,Cinco Continentes_Ebola,81
25,Esta enfermedad es todavía una auténtica crisis en algunas zonas sin duda. ,이 질병은 의심의 여지없이 일부 분야에서 여전히 진정한 위기입니다.,이 질병은 의심의 여지없이 일부 분야에서 여전히 진정한 위기입니다.,,12,7600.0,Cinco Continentes_Ebola,0
26,Hay gentes y pueblos que no están recibiendo ninguna ayuda ahora mismo. ,지금 도움을받지 못하는 사람들과 사람들이 있습니다.,,지금 이 시각에도 아무런 도움도 받지 못하는 사람들이 있다.,12,24140.0,Cinco Continentes_Ebola,60
27,Sobre el terreno la comunidad internacional y el mundo no tiene capacidad para acabar con esta enfermedad.,국제 사회와 세계는이 질병을 종식시킬 능력이 없습니다.,이 문제에 대해 국제 사회와 세계는이 질병을 종식시킬 능력이 없습니다.,,17,18290.0,Cinco Continentes_Ebola,23
28,"Duramos ahora ya hasta África, hasta Monrovia, la capital de Liberia donde vamos a hablar con Carolina López, coordinadora del centro de tratamiento de Médicos sin Fronteras en la capital liberiana. ","우리는 몬로 비아, 우리는 라이베리아의 수도에서 국경없는 캐롤라이나 로페즈, 치료 센터 의사의 코디네이터에게 이야기합니다 라이베리아의 수도로 아프리카에 지금 보낸다.",,"이제 아프리카, 즉 라이베리아의 수도 몬로비아까지 번지고 있다. 우리는 그곳에서 국경 없는 의사회 라이베리아 지부의 까롤리나 로페스 센터장와 얘기하였다.",31,125570.0,Cinco Continentes_Ebola,72
29,"Carolina López, buenas noches.","캐롤라이나 로페즈, 안녕하세요.","캐롤라이나 로페즈, 안녕하세요.",,4,2490.0,Cinco Continentes_Ebola,0
30,"Hola, buenas noches.","안녕, 안녕하세요.",,안녕하세요.,3,4090.0,Cinco Continentes_Ebola,40
31,"Carolina, ¿se ha apreciado ahí una reducción de la epidemia del ébola como asegura la Organización Mundial de la Salud?",세계 보건기구 (WHO)가 밝혔 듯이 에롤로에서 에볼라 전염병이 감소 했는가?,"카롤리나, 세계 보건기구 (WHO)가 밝혔 듯이 에볼라 전염병이 감소 했는가?",,20,18000.0,Cinco Continentes_Ebola,27
32,"Sí, efectivamente, estas últimas semanas nos hemos dado cuenta que ha reducido bastante números de personas admitidas en el centro.",그렇습니다. 사실 지난 주 우리는 센터에 입소 한 많은 사람들을 줄 였음을 깨달았습니다.,,"네, 눈에 띄게요. 최근 몇 주간 센터로 수용되는 환자 수가 꽤 줄었다는 것을 확인했습니다.",20,30510.0,Cinco Continentes_Ebola,68
33,"En el centro de tratamiento, ¿qué coordinas ahí en la capital de Liberia?",치료 센터에서 라이베리아의 수도에서 무엇이 조정되고 있습니까?,라이베리아의 수도 치료 센터에서 무엇을 조정하고 있습니까?,,13,36430.0,Cinco Continentes_Ebola,47
34,¿A cuántas personas estáis tratando en estos momentos?,얼마나 많은 사람들이 지금 거래하고 있습니까?,,현재 몇 명을 치료하고 있나요?,8,10850.0,Cinco Continentes_Ebola,68
35,"Ahora mismo, ahí, alrededor de cincuenta y tres pacientes positivos.",지금 바로 거기에 약 53 명의 양성 환자가 있습니다.,지금 현재 거기에 약 53 명의 양성 환자가 있습니다.,,10,25000.0,Cinco Continentes_Ebola,6
36,¿Qué número de personas ingresan cada día y causan baja o pueden recuperarse y curarse de la enfermedad?,어떤 수의 사람들이 매일 병적으로 병을 앓고 있거나 병을 치료하고 치료할 수 있습니까?,,매일 몇 명이 입원하고 퇴원하나요? 혹은 몇 명이 병이 낫고 완치가 되는지요?,18,36330.0,Cinco Continentes_Ebola,77
37,"Bueno, pues, la verdad es que en estos momentos tenemos números bastante positivos. ","글쎄, 진실은이 순간에 우리는 꽤 긍정적 인 숫자를 가지고 있다는 것입니다.","글쎄, 사실 현재 우리는 꽤 많은 양성 환자가 있습니다.",,13,46110.0,Cinco Continentes_Ebola,50
38,"O sea, el descenso de las personas que ingresan quedan positivo. ","즉, 들어오는 사람들의 수가 줄어든 것은 긍정적입니다.",,"즉, 입원한 환자들의 수가 줄고 있습니다.",11,40310.0,Cinco Continentes_Ebola,50
39,"Además bastantes pacientes que se curan y bueno, pues vemos que esto va evolucionando. ","또한 치유되고 좋은 많은 환자들, 우리는 이것이 진화하고 있음을 잘 알 수 있습니다.","또한 많은 환자들이 치유되고, 우리는 이것이 개선되고 있음을 잘 알 수 있습니다.",,14,46310.0,Cinco Continentes_Ebola,34
40,Lo que pasa es que nosotros creemos que también hay que tener un poquito de cuidado. ,우리는 조금씩 돌봐야한다고 믿는 것입니다.,,그러나 우리가 관심을 기울여야 한다고 생각합니다.,16,55390.0,Cinco Continentes_Ebola,62
41,No es el momento de relajarse porque está claro que la epidemia ya ha dado un pico y luego ha vuelto a bajar.,전염병이 이미 절정에 이르렀다가 다시 내려간 것이 분명하기 때문에 휴식을 취할 시간이 아닙니다.,전염병이 이미 절정에 이르렀다가 다시 내려간 것이 분명하기 때문에 안일할 때가 아닙니다.,,23,19970.0,Cinco Continentes_Ebola,15
42,"Y bueno pensamos que volverá a subir, por supuesto no como al principio porque cuando la población no conoce lo que es la epidemia y tal.",물론 우리는 인구 증가가 전염병이 무엇인지 알지 못하기 때문에 처음에는 아니지만 다시 상승 할 것이라고 생각합니다.,,"다시 증가할 것라고 생각하고, 물론 처음처럼은 아니겠지만요. 왜냐하면 사람들이 이 질병이 뭔지 모를 때에는",26,50580.0,Cinco Continentes_Ebola,84
43,Realmente no pueden tomar las medidas de precauciones necesarias. ,그들은 정말로 필요한 사전 예방 조치를 취할 수 없습니다.,그들은 정말로 필요한 사전 예방 조치를 취할 수 없습니다.,,9,10700.0,Cinco Continentes_Ebola,0
44,"Hoy en día la población ya está al tanto de lo que es la enfermedad y de cómo se contagia, con lo cual pueden tomar esas medidas. ","요즘 사람들은 질병이 무엇인지, 질병이 어떻게 퍼져 나가고 있는지를 이미 알고 있습니다.",,"요즘 국민들은 에볼라가 뭔지, 어떻게 전염되는지 알고, 그래야 적절한 조치를 취할 수 있습니다.",27,56750.0,Cinco Continentes_Ebola,62
45,Pero aún así creemos que esto va a volver a subir.,그러나 여전히 우리는 이것이 다시 되돌아 올 것이라고 믿습니다.,그러나 여전히 우리는 이것이 다시 증가할 것이라고 믿습니다.,,11,10140.0,Cinco Continentes_Ebola,14
46,"¿Vamos, estás diciendo que crees que va a volver a subir el número de contagiados?,","자, 감염된 사람들의 수가 다시 증가 할 것이라고 생각하는 것입니까?",,그럼 전염자 수가 증가할 거란 말씀인가요?,15,13230.0,Cinco Continentes_Ebola,68
47,"¿por qué, por qué tenéis esa sensación de que va a volver a subir el número de personas contagiadas por el ébola?","왜, 왜 에볼라에 감염된 사람들의 수가 다시 증가 할 것이라는 느낌이 들었습니까?","왜, 왜 에볼라에 감염된 사람들의 수가 다시 증가 할 것이라는 느낌이 들었습니까?",,22,11530.0,Cinco Continentes_Ebola,0
48,"Bueno, pues porque no todas las actividades que se serían hacer están funcionando correctamente. ",왜냐하면 모든 활동이 제대로 작동하지 않기 때문입니다.,,"음, 왜냐하면 지금 행해지는 것들이 올바르게 진행되지 않고 있기 때문이죠.",14,59790.0,Cinco Continentes_Ebola,60
49,"El seguimiento de contactos, por ejemplo hay muchísimo trabajo por hacer. ",연락을 취하십시오. 예를 들어 할 일이 많습니다.,예를 들어 지속적으로 연락하는 등 할 일이 많습니다.,,11,28740.0,Cinco Continentes_Ebola,58
50,"Se está haciendo, pero no al cien por cien. ",그것은 끝났지 만 100 %는 아닙니다.,,하고는 있지만 100% 완벽하지는 않습니다.,9,14000.0,Cinco Continentes_Ebola,54
51,"Al igual que, por ejemplo, el servicio de ambulancias, tenemos, seguimos teniendo pacientes que vienen a pie, por sus propios medios porque este servicio no funciona.","예를 들어, 구급차 서비스처럼 우리는이 서비스가 작동하지 않기 때문에 자신의 수단으로 도보로 오는 환자가 있습니다.","예를 들어, 구급차 서비스처럼요. 이 서비스가 작동하지 않기 때문에 알아서 도보로 오는 환자가 계속 있습니다.",,26,47540.0,Cinco Continentes_Ebola,23
52,"Y bueno, pues también está el asunto de la incineración.",그리고 소각 문제도 있습니다.,,또한 소각의 문제도 있습니다.,10,14410.0,Cinco Continentes_Ebola,25
53,Hoy en día seguían incinerando a las personas que mueren por ébola.,오늘 그들은 에볼라가 죽은 사람들을 소각했습니다.,요즘도 에볼라로 죽은 사람들을 화장했습니다.,,12,35590.0,Cinco Continentes_Ebola,33
54,"Y esto culturalmente, o sea, va totalmente en contra de la cultura de la población. ","그리고 이것은 문화적으로, 즉 전적으로 인구 문화에 어긋납니다.",,이것은 문화적으로 국민들의 문화에 전적으로 반하는 행위입니다.,15,26140.0,Cinco Continentes_Ebola,60
55,Entonces también se esconden más.,그런 다음 그들은 또한 더 많이 숨 깁니다.,그런 다음 그들은 또한 더 많이 숨 깁니다.,,5,3410.0,Cinco Continentes_Ebola,0
56,¿Habéis notado? ,너는 눈치 챘 는가?,,어떻게 알게되셨나요?,2,10000.0,Cinco Continentes_Ebola,90
57,Te preguntaba. ,나는 너에게 물었다.,나는 너에게 물었다.,,2,2280.0,Cinco Continentes_Ebola,0
58,Habéis notado refuerzos en medios y recursos en los últimos tiempos en la lucha ahí contra el ébola en Liberia?,라이베리아의 에볼라 퇴치를위한 수단과 자원에 대한 보강을 최근에 보았습니까?,,라이베리아에서 에볼라에 대항해 싸우기 위한 최근의 수단과 물자가 증가한 것을 느끼셨나요?,20,38460.0,Cinco Continentes_Ebola,63
59,"Pues, sí que hay más organizaciones que han llegado y que están dispuestas a abrir otros centros. ","글쎄요, 도착한 기관이 더 많으며 기꺼이 다른 센터를 열 수 있습니다.","글쎄요, 유입된 기관이 더 많으며 기꺼이 다른 센터를 열 준비가 됐다는 건 맞습니다.",,17,37160.0,Cinco Continentes_Ebola,27
60,Y creemos que eso es muy positivo.,그리고 우리는 그것이 매우 긍정적이라고 믿습니다.,,이건 매우 긍정적인 상황이죠.,7,8310.0,Cinco Continentes_Ebola,66
61,Sin embargo creemos también que tienen que acelerar un poquito más el proceso. ,그러나 우리는 프로세스 속도를 좀 더 높여야한다고 생각합니다.,그러나 우리는 진행 속도를 좀 더 높여야한다고 생각합니다.,,13,11350.0,Cinco Continentes_Ebola,11
62,Que de todas formas hay que relajarse y que además habría que reforzar otras actividades.,어떤 경우 든 휴식을 취해야하며 다른 활동을 강화해야합니다.,,어쨌든 상황을 완화시키고 다른 활동들을 더 강화해야 합니다.,15,22900.0,Cinco Continentes_Ebola,48
63,"O sea, no solo será abrir centros de enviar médicos. ","즉, 의료 센터를 개설 할뿐만 아니라","즉, 의사들을 보낼 의료 센터를 개설 할뿐만 아니라",,10,17240.0,Cinco Continentes_Ebola,28
64,También hay que reforzar como te decía seguimiento de contactos. ,또한 연락처 추적이라고 말하면서 강화해야합니다.,,말씀 드렸듯이 지속적인 연락책을 마련해야 합니다.,10,12930.0,Cinco Continentes_Ebola,66
65,Hay que reforzar el servicio de ambulancias. ,구급차 서비스를 강화해야합니다.,구급차 서비스를 강화해야합니다.,,7,1910.0,Cinco Continentes_Ebola,0
66,Hay que hacer una sensibilización más fuerte con muchos más recursos.,더 많은 자원으로 더 강한 인식을 가져야합니다.,,더 많은 물자로 질병에 대한 올바른 정보를 줘야합니다.,11,36020.0,Cinco Continentes_Ebola,50
67,"Y bueno, en este sentido también te diría que hoy en día el problema que encontramos en el centro es que los pacientes que vienen, que no tienen ningún síntoma de ébola, pero que no son aceptados en los hospitales por miedo.",그리고이 점에서 저는 또한 오늘날 우리가 중심에서 발견하는 문제는 에볼라의 증상이 없지만 병원에서 공포로 받아 들여지지 않는 환자라는 것입니다.,그리고이 점에서 저는 또한 오늘날 우리가 센터에서 발견하는 문제는 에볼라의 증상이 없지만 병원으로 오는 환자를 병원이 무서워서 받아 들이지 않는 것입니다.,,42,70480.0,Cinco Continentes_Ebola,27
68,"Y bueno, pues habría que reforzar también esto es un poco, ¿no?, que vengan organizaciones, que ayuden al ministerio a poder gestionar estos centros hospitalarios que no tienen nada que ver con el ébola para ser una buena clasificación de los pacientes, un buen triaje como nosotros llamamos.",그리고 에보라와 아무 관련이없는 병원을 환자의 훌륭한 분류로 관리 할 수 ,,그리고 이것도 강화해야 합니다. 여러 단체들이 들어와 정부가 이런 에볼라와는 전혀 관계가 없는 보호센터로 하여금 환자들을 분류하도록 운영하도록 해야 합니다. 우리는 이것을 올바른 선별이라고 부릅니다. ,48,127950.0,Cinco Continentes_Ebola,79
69,"Y que bueno, podemos enviar a pacientes que no están enfermos de ébola, que no son sospechosos de ébola a esos centros.",그리고 에콜라로 의심이없는 에볼라와 아프지 않은 환자들을 그 센터로 보낼 수 있습니다.,"그리고 에볼라로 의심이 되지 않는, 에볼라를 앓지 않은 환자들을 그 센터로 보낼 수 있습니다.",,22,41060.0,Cinco Continentes_Ebola,19
70,Tú estás ahí trabajando sobre el terreno por cierto. ,당신은 거기에서 일하고 있습니다.,,그곳에서 일하고 계시죠.,9,13330.0,Cinco Continentes_Ebola,55
71,¿Cuánto tiempo llevas ahí en Monrovia?,먼로 비아에 얼마나 있었 니?,먼로 비아에 얼마나 있었 니?,,6,2900.0,Cinco Continentes_Ebola,0
72,Llevo cuatro semanas aquí.,나는 4 주간 여기왔다.,,여기서 4주 있었습니다.,4,8280.0,Cinco Continentes_Ebola,69
73,Cuatro semanas. ,4 주,4 주,,2,1610.0,Cinco Continentes_Ebola,0
74,¿Y cuáles son las principales carencias que aprecias que existen ahora para luchar contra la enfermedad allí donde estás tú?,그리고 당신은 질병에 대처하기 위해 현재 존재하고있는 당신이 느끼는 주된 결함은 무엇입니까?,,거기 계신 곳에서 에볼라와 싸우기 위해 현재 제일 필요한 것이 뭡니까?,20,30780.0,Cinco Continentes_Ebola,72
75,"Bueno, pues sobre todo lo que te decía antes. ","글쎄, 무엇보다도 내가 전에 말했던 것.","글쎄, 무엇보다도 내가 전에 말했던 것입니다.",,9,7600.0,Cinco Continentes_Ebola,12
76,"O sea, el reforzar el sistema de ambulancias, el reforzar el seguimiento de contactos, y eso, sobre todo el apoyar estos hospitales públicos para que los pacientes que no tienen síntomas de ébola puedan acceder.","즉, 구급차 시스템의 보강, 연락 후속 조치의 강화, 그리고 무엇보다도 이러한 공립 병원을 지원하여 에볼라 증상이없는 환자가 액세스 할 수있게하는 것입니다.",,"구급차 제도 강화, 연락망 강화, 그리고 무엇보다도 에볼라 증상이 없는 환자들도 출입할 수 있도록 하는 공공 의료기관 지원 등입니다.",35,65170.0,Cinco Continentes_Ebola,58
77,Porque esto sí podemos ya más daños con lateral de lo que es la enfermedad.,이것은 우리가 이미 질병보다 측면에 더 많은 손상을 입힐 수 있기 때문입니다.,이것은 우리가 이미 질병보다 측면에 더 많은 손상을 입힐 수 있기 때문입니다.,,15,19700.0,Cinco Continentes_Ebola,0
78,Está bien bastante grave. ,꽤 진지해.,,꽤 심각한 수준입니다.,4,7770.0,Cinco Continentes_Ebola,75
79,"O sea las personas, evidentemente el ébola es una enfermedad muy grave. ","즉, 에볼라는 분명히 매우 심각한 질병입니다.","즉, 에볼라는 분명히 매우 심각한 질병입니다.",,12,9440.0,Cinco Continentes_Ebola,0
80,"Pero en personas que no tienen acceso a lo que es la salud, digamos, cotidiana, que son todas las enfermedades como la malaria, y como cuantas otras enfermedades que existen en este país.","그러나 말라리아와 같은 모든 질병과이 나라에 존재하는 몇 가지 다른 질병 인 건강, 말, 매일에 접근 할 수없는 사람들.",,그러나 의료혜택을 받지 못하는 사람들에게는 말라리아든 뭐든 이 국가에 존재하는 모든 질병이 다 같습니다. ,33,70670.0,Cinco Continentes_Ebola,77
81,"¿Has podido constatar una diferencia en el tiempo que llevas en cuanto a la incidencia de la epidemia en las zonas rurales y en las zonas urbanas, una diferencia?",농촌 지역과 도시 지역의 전염병 발병률의 차이에 대해 당신이 취한 시간의 차이를 알아 봤습니까?,농촌 지역과 도시 지역의 전염병 발병률의 차이에 대해 당신이 머문 기간 동안의 차이를 알아 봤습니까?,,29,21560.0,Cinco Continentes_Ebola,10
82,Yo no te puedo hablar de las zonas rurales. ,농촌 지역에 대해서는 말할 수 없습니다.,,농촌 지역에 대해서는 말씀드릴 수 없습니다.,9,16060.0,Cinco Continentes_Ebola,12
83,"Porque yo, en las zonas rurales no estoy. ",나는 농촌 지역에 없기 때문에.,왜냐하면 나는 농촌 지역에 없기 때문입니다.,,8,8450.0,Cinco Continentes_Ebola,33
84,Lo que sí que sé es que el centro que tenemos en Soya también ha disminuído muchísimo.,내가 아는 것은 우리가 콩에서 가지고있는 중심 또한 많이 줄어들 었다는 것입니다.,,제가 확실히 아는 것은 소야에 있는 저희 기관이 매우 줄었다는 것입니다.,17,17980.0,Cinco Continentes_Ebola,53
85,"O sea, la cosa es también, o sea, bastante positivo.","즉, 그 일은 또한 매우 긍정적입니다.","즉, 그 일은 또한 매우 긍정적입니다.",,10,4040.0,Cinco Continentes_Ebola,0
86,También porque tiene muchísimo menos casos que hace una semana.,또한 일주일 전보다 훨씬 적은 경우가 있기 때문에.,,일주일 전보다 현저히 감소한 경우가 있습니다.,10,40950.0,Cinco Continentes_Ebola,50
87,"Entonces parece que sí, que en general esto está bajando.","그렇다면 네, 일반적으로 이것은 추락하고있는 것처럼 보입니다.","그렇다면 네, 일반적으로 이것은 감소하고있는 것처럼 보입니다.",,10,13490.0,Cinco Continentes_Ebola,5
88,"Pero no significa que vaya a bajar, que vaya a terminar.",그러나 그것이 내려갈 것이라는 의미는 아닙니다.,,"그러나 줄어들 것이라, 종결될 것이라는 뜻은 아닙니다.",11,16290.0,Cinco Continentes_Ebola,40
89,Esto ya ha ocurrido en Sierra Leona y ya ha ocurrido en Guinea. ,이것은 이미 시에라 리온에서 일어 났으며 이미 기니에서 일어났습니다.,이것은 이미 시에라 리온에서 일어 났으며 이미 기니에서 일어났습니다.,,13,6440.0,Cinco Continentes_Ebola,0
90,"O sea, los casos bajaron para volver a subir. ","다시 말하면, 그 사건은 다시 일어날 것입니다.",,"즉, 경우가 줄었으므로 다시 증가한다는 거죠.",9,23380.0,Cinco Continentes_Ebola,73
91,Volvieron a bajar para volver a subir.,그들은 뒤로 물러나 러 갔다.,다시 감소했기에 증가할 것이다.,,7,21300.0,Cinco Continentes_Ebola,82
92,"O sea, esto hay que tenerlo en cuenta. ","즉,이 점을 고려해야합니다.",,이걸 우리가 알아야 합니다.,8,8870.0,Cinco Continentes_Ebola,66
93,No es momento de relajarse. ,긴장을 풀 시간이 아닙니다.,긴장을 풀 시간이 아닙니다.,,5,2390.0,Cinco Continentes_Ebola,0
94,"O sea, es momento de reforzar justamente todas las actividades para subir la calidad, ","즉, 품질 향상을위한 모든 활동을 강화할 때입니다.",,질을 향상하기 위해 모든 활동을 강화할 때입니다.,14,18050.0,Cinco Continentes_Ebola,32
95,para que todo el mundo tenga un respiro para poder trabajar un poco más en profundidad sobre ciertos temas en las actividades,모든 사람들이 활동의 ,그래야 모든 사람들이 특정 영역에 더 깊이 관여할 수 있고 한숨 돌릴 수 있습니다.,,22,116330.0,Cinco Continentes_Ebola,80
96,"Y bueno, podéis seguir haciendo frente a esta epidemia porque esto no se termina hoy.",그리고 이것이 오늘 끝나지 않기 때문에 계속 전염병에 직면 할 수 있습니다.,,당신들은 이 상황이 오늘 끝나지 않기 때문에 계속 에볼라와 싸우고 있죠. ,15,35690.0,Cinco Continentes_Ebola,47
